Local Authority Reference,Works Type,Sex of Casualty,Age of Casualty,Category/__cdata/0,Direction,DistrictNumber,Latitude,Longitude
,,Male,28,,,,,
,,Female,28,,,,,
,,Female,62,,,,,
,,Male,36,,,,,
,,Male,24,,,,,
,,Male,18,,,,,
,,Female,52,,,,,
,,Male,17,,,,,
,,Male,77,,,,,
,,Female,40,,,,,
,,Male,39,,,,,
,,Male,38,,,,,
,,Male,31,,,,,
,,Male,26,,,,,
,,Male,58,,,,,
,,Female,28,,,,,
,,Female,80,,,,,
,,Female,28,,,,,
,,Male,25,,,,,
,,Female,33,,,,,
,,Male,31,,,,,
,,Male,56,,,,,
,,Male,11,,,,,
,,Female,22,,,,,
,,Male,36,,,,,
,,Male,23,,,,,
,,Female,16,,,,,
,,Male,37,,,,,
,,Male,21,,,,,
,,Male,51,,,,,
,,Male,14,,,,,
,,Male,15,,,,,
,,Male,37,,,,,
,,Female,13,,,,,
,,Female,21,,,,,
,,Male,23,,,,,
,,Female,42,,,,,
,,Female,15,,,,,
,,Male,19,,,,,
,,Female,1,,,,,
,,Male,34,,,,,
,,Female,37,,,,,
,,Female,50,,,,,
,,Female,20,,,,,
,,Male,12,,,,,
,,Male,75,,,,,
,,Female,72,,,,,
,,Male,31,,,,,
,,Male,44,,,,,
,,Male,47,,,,,
,,Female,19,,,,,
,,Male,20,,,,,
,,Male,60,,,,,
,,Male,33,,,,,
,,Female,18,,,,,
,,Female,18,,,,,
,,Male,46,,,,,
,,Male,24,,,,,
,,Male,24,,,,,
,,Male,25,,,,,
,,Male,16,,,,,
,,Male,22,,,,,
,,Male,23,,,,,
,,Male,64,,,,,
,,Female,4,,,,,
,,Male,86,,,,,
,,Male,40,,,,,
,,Male,56,,,,,
,,Male,24,,,,,
,,Female,22,,,,,
,,Male,41,,,,,
,,Female,81,,,,,
,,Male,20,,,,,
,,Male,56,,,,,
,,Female,22,,,,,
,,Male,33,,,,,
,,Female,42,,,,,
,,Female,75,,,,,
,,Female,58,,,,,
,,Female,38,,,,,
,,Male,36,,,,,
,,Male,52,,,,,
,,Male,23,,,,,
,,Male,25,,,,,
,,Female,22,,,,,
,,Male,42,,,,,
,,Female,41,,,,,
,,Male,16,,,,,
,,Female,75,,,,,
,,Male,29,,,,,
,,Male,22,,,,,
,,Male,18,,,,,
,,Male,20,,,,,
,,Female,23,,,,,
,,Male,38,,,,,
,,Male,23,,,,,
,,Female,22,,,,,
,,Female,61,,,,,
,,Female,20,,,,,
,,Female,80,,,,,
,,Male,30,,,,,
,,Female,39,,,,,
,,Male,18,,,,,
,,Male,26,,,,,
,,Female,16,,,,,
,,Female,24,,,,,
,,Male,59,,,,,
,,Male,11,,,,,
,,Female,26,,,,,
,,Female,41,,,,,
,,Male,21,,,,,
,,Male,20,,,,,
,,Female,44,,,,,
,,Female,61,,,,,
,,Male,30,,,,,
,,Male,25,,,,,
,,Male,47,,,,,
,,Female,32,,,,,
,,Male,45,,,,,
,,Male,61,,,,,
,,Male,30,,,,,
,,Female,23,,,,,
,,Female,20,,,,,
,,Female,24,,,,,
,,Female,26,,,,,
,,Female,38,,,,,
,,Female,84,,,,,
,,Male,45,,,,,
,,Female,82,,,,,
,,Male,51,,,,,
,,Female,58,,,,,
,,Female,86,,,,,
,,Male,38,,,,,
,,Male,41,,,,,
,,Female,18,,,,,
,,Male,28,,,,,
,,Female,30,,,,,
,,Female,36,,,,,
,,Female,9,,,,,
,,Male,33,,,,,
,,Female,56,,,,,
,,Female,48,,,,,
,,Female,10,,,,,
,,Male,8,,,,,
,,Male,50,,,,,
,,Male,31,,,,,
,,Female,32,,,,,
,,Male,21,,,,,
,,Male,50,,,,,
,,Male,62,,,,,
,,Female,43,,,,,
,,Male,32,,,,,
,,Male,21,,,,,
,,Male,16,,,,,
,,Male,79,,,,,
,,Male,22,,,,,
,,Male,36,,,,,
,,Male,36,,,,,
,,Male,41,,,,,
,,Female,37,,,,,
,,Male,43,,,,,
,,Male,18,,,,,
,,Male,45,,,,,
,,Male,14,,,,,
,,Male,46,,,,,
,,Male,22,,,,,
,,Male,77,,,,,
,,Female,20,,,,,
,,Male,47,,,,,
,,Male,23,,,,,
,,Female,44,,,,,
,,Male,30,,,,,
,,Male,38,,,,,
,,Female,18,,,,,
,,Male,19,,,,,
,,Female,34,,,,,
,,Female,55,,,,,
,,Female,29,,,,,
,,Female,16,,,,,
,,Male,43,,,,,
,,Male,47,,,,,
,,Female,19,,,,,
,,Female,19,,,,,
,,Female,19,,,,,
,,Female,47,,,,,
,,Male,56,,,,,
,,Male,11,,,,,
,,Male,19,,,,,
,,Male,45,,,,,
,,Female,19,,,,,
,,Male,56,,,,,
,,Male,27,,,,,
,,Male,39,,,,,
,,Male,23,,,,,
,,Male,43,,,,,
,,Female,48,,,,,
,,Male,14,,,,,
,,Male,43,,,,,
,,Male,33,,,,,
,,Male,53,,,,,
,,Female,34,,,,,
,,Male,46,,,,,
,,Male,25,,,,,
,,Male,7,,,,,
,,Male,32,,,,,
,,Male,33,,,,,
,,Male,47,,,,,
,,Female,49,,,,,
,,Female,49,,,,,
,,Female,55,,,,,
,,Female,37,,,,,
,,Male,51,,,,,
,,Male,11,,,,,
,,Male,63,,,,,
,,Female,45,,,,,
,,Female,51,,,,,
,,Female,15,,,,,
,,Female,54,,,,,
,,Male,27,,,,,
,,Male,23,,,,,
,,Male,20,,,,,
,,Male,19,,,,,
,,Male,20,,,,,
,,Female,21,,,,,
,,Male,37,,,,,
,,Male,48,,,,,
,,Male,37,,,,,
,,Female,47,,,,,
,,Female,24,,,,,
,,Male,26,,,,,
,,Female,26,,,,,
,,Male,27,,,,,
,,Female,39,,,,,
,,Female,22,,,,,
,,Female,22,,,,,
,,Male,12,,,,,
,,Male,18,,,,,
,,Female,8,,,,,
,,Female,26,,,,,
,,Male,34,,,,,
,,Female,78,,,,,
,,Female,53,,,,,
,,Male,30,,,,,
,,Female,44,,,,,
,,Female,71,,,,,
,,Female,42,,,,,
,,Female,62,,,,,
,,Male,43,,,,,
,,Male,44,,,,,
,,Male,30,,,,,
,,Female,32,,,,,
,,Female,51,,,,,
,,Male,42,,,,,
,,Male,44,,,,,
,,Female,15,,,,,
,,Female,15,,,,,
,,Male,46,,,,,
,,Female,80,,,,,
,,Male,52,,,,,
,,Female,31,,,,,
,,Male,45,,,,,
,,Male,49,,,,,
,,Female,83,,,,,
,,Female,27,,,,,
,,Female,17,,,,,
,,Female,32,,,,,
,,Male,28,,,,,
,,Female,30,,,,,
,,Male,49,,,,,
,,Male,67,,,,,
,,Female,25,,,,,
,,Male,24,,,,,
,,Male,22,,,,,
,,Female,22,,,,,
,,Male,74,,,,,
,,Female,20,,,,,
,,Female,9,,,,,
,,Male,61,,,,,
,,Male,15,,,,,
,,Male,22,,,,,
,,Female,53,,,,,
,,Male,16,,,,,
,,Female,49,,,,,
,,Male,30,,,,,
,,Female,18,,,,,
,,Female,23,,,,,
,,Male,21,,,,,
,,Male,37,,,,,
,,Female,23,,,,,
,,Male,22,,,,,
,,Male,21,,,,,
,,Male,19,,,,,
,,Male,24,,,,,
,,Female,14,,,,,
,,Female,15,,,,,
,,Male,15,,,,,
,,Female,89,,,,,
,,Female,15,,,,,
,,Female,13,,,,,
,,Male,53,,,,,
,,Female,40,,,,,
,,Male,45,,,,,
,,Female,38,,,,,
,,Female,42,,,,,
,,Male,52,,,,,
,,Male,13,,,,,
,,Male,31,,,,,
,,Male,34,,,,,
,,Male,44,,,,,
,,Male,45,,,,,
,,Male,28,,,,,
,,Female,55,,,,,
,,Male,26,,,,,
,,Male,38,,,,,
,,Male,37,,,,,
,,Female,25,,,,,
,,Female,46,,,,,
,,Male,47,,,,,
,,Male,18,,,,,
,,Male,19,,,,,
,,Male,19,,,,,
,,Male,26,,,,,
,,Female,27,,,,,
,,Female,22,,,,,
,,Female,22,,,,,
,,Female,17,,,,,
,,Female,30,,,,,
,,Male,42,,,,,
,,Female,31,,,,,
,,Male,21,,,,,
,,Male,11,,,,,
,,Male,18,,,,,
,,Male,52,,,,,
,,Male,19,,,,,
,,Female,47,,,,,
,,Male,10,,,,,
,,Male,43,,,,,
,,Male,53,,,,,
,,Male,51,,,,,
,,Male,6,,,,,
,,Male,44,,,,,
,,Male,15,,,,,
,,Male,44,,,,,
,,Male,38,,,,,
,,Male,38,,,,,
,,Female,26,,,,,
,,Male,31,,,,,
,,Male,36,,,,,
,,Female,5,,,,,
,,Female,31,,,,,
,,Male,52,,,,,
,,Male,25,,,,,
,,Female,6,,,,,
,,Male,30,,,,,
,,Female,42,,,,,
,,Male,54,,,,,
,,Male,59,,,,,
,,Male,12,,,,,
,,Female,42,,,,,
,,Male,49,,,,,
,,Male,26,,,,,
,,Male,35,,,,,
,,Female,25,,,,,
,,Male,38,,,,,
,,Female,3,,,,,
,,Male,17,,,,,
,,Male,44,,,,,
,,Male,22,,,,,
,,Male,28,,,,,
,,Male,14,,,,,
,,Female,10,,,,,
,,Female,61,,,,,
,,Male,19,,,,,
,,Female,11,,,,,
,,Male,51,,,,,
,,Male,38,,,,,
,,Female,36,,,,,
,,Male,74,,,,,
,,Male,58,,,,,
,,Male,70,,,,,
,,Male,58,,,,,
,,Male,33,,,,,
,,Female,33,,,,,
,,Female,81,,,,,
,,Female,30,,,,,
,,Female,60,,,,,
,,Male,29,,,,,
,,Female,22,,,,,
,,Male,21,,,,,
,,Male,20,,,,,
,,Male,11,,,,,
,,Male,44,,,,,
,,Male,86,,,,,
,,Female,43,,,,,
,,Male,24,,,,,
,,Male,33,,,,,
,,Female,17,,,,,
,,Female,27,,,,,
,,Female,34,,,,,
,,Male,17,,,,,
,,Male,42,,,,,
,,Female,16,,,,,
,,Male,14,,,,,
,,Female,64,,,,,
,,Male,71,,,,,
,,Male,26,,,,,
,,Male,22,,,,,
,,Male,30,,,,,
,,Male,76,,,,,
,,Female,73,,,,,
,,Female,75,,,,,
,,Male,61,,,,,
,,Female,57,,,,,
,,Male,21,,,,,
,,Female,51,,,,,
,,Male,17,,,,,
,,Male,13,,,,,
,,Female,78,,,,,
,,Male,16,,,,,
,,Female,41,,,,,
,,Female,46,,,,,
,,Male,25,,,,,
,,Male,40,,,,,
,,Male,31,,,,,
,,Female,25,,,,,
,,Female,80,,,,,
,,Male,19,,,,,
,,Male,19,,,,,
,,Male,30,,,,,
,,Male,19,,,,,
,,Male,77,,,,,
,,Male,9,,,,,
,,Male,51,,,,,
,,Female,24,,,,,
,,Male,23,,,,,
,,Female,60,,,,,
,,Male,22,,,,,
,,Male,49,,,,,
,,Male,44,,,,,
,,Male,46,,,,,
,,Female,37,,,,,
,,Female,26,,,,,
,,Male,28,,,,,
,,Male,5,,,,,
,,Male,41,,,,,
,,Female,50,,,,,
,,Female,26,,,,,
,,Female,30,,,,,
,,Male,50,,,,,
,,Female,37,,,,,
,,Male,31,,,,,
,,Female,16,,,,,
,,Female,16,,,,,
,,Male,4,,,,,
,,Female,46,,,,,
,,Male,18,,,,,
,,Female,47,,,,,
,,Male,51,,,,,
,,Female,51,,,,,
,,Male,29,,,,,
,,Female,20,,,,,
,,Male,20,,,,,
,,Female,16,,,,,
,,Male,21,,,,,
,,Female,17,,,,,
,,Female,48,,,,,
,,Male,49,,,,,
,,Female,79,,,,,
,,Male,6,,,,,
,,Male,31,,,,,
,,Male,24,,,,,
,,Male,29,,,,,
,,Male,54,,,,,
,,Male,20,,,,,
,,Male,26,,,,,
,,Male,20,,,,,
,,Female,17,,,,,
,,Female,17,,,,,
,,Male,28,,,,,
,,Female,24,,,,,
,,Male,83,,,,,
,,Male,4,,,,,
,,Male,19,,,,,
,,Male,83,,,,,
,,Male,48,,,,,
,,Male,77,,,,,
,,Male,49,,,,,
,,Female,78,,,,,
,,Female,37,,,,,
,,Female,34,,,,,
,,Female,26,,,,,
,,Male,58,,,,,
,,Female,52,,,,,
,,Male,64,,,,,
,,Male,56,,,,,
,,Female,43,,,,,
,,Male,43,,,,,
,,Male,40,,,,,
,,Male,21,,,,,
,,Male,18,,,,,
,,Male,46,,,,,
,,Male,6,,,,,
,,Female,71,,,,,
,,Female,30,,,,,
,,Female,69,,,,,
,,Male,31,,,,,
,,Female,54,,,,,
,,Male,43,,,,,
,,Female,18,,,,,
,,Female,4,,,,,
,,Male,27,,,,,
,,Male,28,,,,,
,,Female,15,,,,,
,,Male,48,,,,,
,,Female,44,,,,,
,,Male,43,,,,,
,,Male,12,,,,,
,,Female,79,,,,,
,,Female,46,,,,,
,,Female,28,,,,,
,,Female,12,,,,,
,,Male,43,,,,,
,,Female,64,,,,,
,,Male,84,,,,,
,,Female,41,,,,,
,,Male,7,,,,,
,,Male,3,,,,,
,,Male,22,,,,,
,,Female,11,,,,,
,,Female,46,,,,,
,,Male,30,,,,,
,,Male,24,,,,,
,,Male,25,,,,,
,,Male,19,,,,,
,,Female,25,,,,,
,,Male,24,,,,,
,,Male,39,,,,,
,,Female,30,,,,,
,,Female,11,,,,,
,,Male,66,,,,,
,,Male,44,,,,,
,,Female,39,,,,,
,,Male,17,,,,,
,,Male,30,,,,,
,,Female,43,,,,,
,,Female,43,,,,,
,,Female,19,,,,,
,,Female,18,,,,,
,,Male,79,,,,,
,,Female,20,,,,,
,,Male,20,,,,,
,,Male,26,,,,,
,,Male,23,,,,,
,,Male,22,,,,,
,,Female,24,,,,,
,,Male,25,,,,,
,,Male,13,,,,,
,,Male,12,,,,,
,,Male,85,,,,,
,,Male,28,,,,,
,,Male,34,,,,,
,,Male,45,,,,,
,,Male,40,,,,,
,,Male,21,,,,,
,,Female,35,,,,,
,,Male,20,,,,,
,,Male,22,,,,,
,,Male,19,,,,,
,,Male,21,,,,,
,,Female,36,,,,,
,,Male,7,,,,,
,,Male,25,,,,,
,,Female,22,,,,,
,,Male,18,,,,,
,,Male,40,,,,,
,,Male,40,,,,,
,,Male,23,,,,,
,,Female,20,,,,,
,,Male,44,,,,,
,,Male,50,,,,,
,,Female,53,,,,,
,,Female,18,,,,,
,,Male,46,,,,,
,,Male,43,,,,,
,,Male,24,,,,,
,,Female,16,,,,,
,,Male,50,,,,,
,,Male,57,,,,,
,,Male,19,,,,,
,,Female,14,,,,,
,,Male,32,,,,,
,,Male,34,,,,,
,,Female,23,,,,,
,,Female,21,,,,,
,,Female,38,,,,,
,,Male,23,,,,,
,,Male,19,,,,,
,,Male,30,,,,,
,,Female,30,,,,,
,,Male,19,,,,,
,,Female,29,,,,,
,,Female,60,,,,,
,,Male,25,,,,,
,,Female,80,,,,,
,,Female,39,,,,,
,,Female,70,,,,,
,,Female,44,,,,,
,,Male,58,,,,,
,,Male,23,,,,,
,,Male,48,,,,,
,,Male,27,,,,,
,,Male,36,,,,,
,,Male,34,,,,,
,,Male,43,,,,,
,,Female,45,,,,,
,,Male,36,,,,,
,,Male,24,,,,,
,,Male,21,,,,,
,,Male,16,,,,,
,,Female,40,,,,,
,,Female,50,,,,,
,,Male,25,,,,,
,,Male,20,,,,,
,,Male,41,,,,,
,,Female,40,,,,,
,,Male,41,,,,,
,,Female,19,,,,,
,,Female,20,,,,,
,,Male,36,,,,,
,,Male,49,,,,,
,,Female,89,,,,,
,,Female,18,,,,,
,,Male,18,,,,,
,,Male,49,,,,,
,,Male,59,,,,,
,,Female,19,,,,,
,,Male,55,,,,,
,,Male,45,,,,,
,,Male,35,,,,,
,,Male,34,,,,,
,,Male,31,,,,,
,,Male,46,,,,,
,,Male,44,,,,,
,,Female,17,,,,,
,,Male,32,,,,,
,,Male,49,,,,,
,,Male,61,,,,,
,,Male,34,,,,,
,,Female,24,,,,,
,,Male,10,,,,,
,,Male,86,,,,,
,,Male,37,,,,,
,,Male,69,,,,,
,,Female,12,,,,,
,,Female,11,,,,,
,,Male,39,,,,,
,,Male,10,,,,,
,,Male,35,,,,,
,,Male,13,,,,,
,,Male,12,,,,,
,,Male,62,,,,,
,,Female,13,,,,,
,,Female,28,,,,,
,,Male,15,,,,,
,,Female,33,,,,,
,,Male,18,,,,,
,,Male,31,,,,,
,,Female,77,,,,,
,,Female,43,,,,,
,,Male,30,,,,,
,,Male,43,,,,,
,,Male,19,,,,,
,,Female,4,,,,,
,,Female,12,,,,,
,,Male,23,,,,,
,,Male,51,,,,,
,,Male,35,,,,,
,,Male,37,,,,,
,,Male,43,,,,,
,,Female,15,,,,,
,,Male,12,,,,,
,,Female,39,,,,,
,,Male,52,,,,,
,,Male,21,,,,,
,,Female,48,,,,,
,,Female,16,,,,,
,,Female,10,,,,,
,,Female,8,,,,,
,,Female,80,,,,,
,,Female,27,,,,,
,,Female,30,,,,,
,,Male,83,,,,,
,,Female,88,,,,,
,,Female,73,,,,,
,,Male,21,,,,,
,,Female,25,,,,,
,,Male,21,,,,,
,,Male,63,,,,,
,,Male,67,,,,,
,,Male,17,,,,,
,,Male,24,,,,,
,,Female,28,,,,,
,,Male,64,,,,,
,,Female,61,,,,,
,,Female,42,,,,,
,,Male,18,,,,,
,,Male,17,,,,,
,,Male,17,,,,,
,,Male,20,,,,,
,,Male,27,,,,,
,,Female,57,,,,,
,,Male,19,,,,,
,,Male,20,,,,,
,,Female,63,,,,,
,,Female,25,,,,,
,,Male,46,,,,,
,,Male,32,,,,,
,,Male,20,,,,,
,,Male,19,,,,,
,,Female,33,,,,,
,,Female,29,,,,,
,,Male,8,,,,,
,,Male,29,,,,,
,,Female,20,,,,,
,,Female,20,,,,,
,,Female,22,,,,,
,,Female,19,,,,,
,,Female,26,,,,,
,,Female,59,,,,,
,,Female,29,,,,,
,,Female,41,,,,,
,,Male,54,,,,,
,,Male,77,,,,,
,,Female,27,,,,,
,,Male,34,,,,,
,,Female,19,,,,,
,,Male,19,,,,,
,,Male,39,,,,,
,,Male,40,,,,,
,,Female,24,,,,,
,,Male,21,,,,,
,,Male,28,,,,,
,,Male,72,,,,,
,,Male,45,,,,,
,,Female,23,,,,,
,,Male,38,,,,,
,,Male,20,,,,,
,,Female,26,,,,,
,,Female,14,,,,,
,,Female,69,,,,,
,,Female,39,,,,,
,,Female,27,,,,,
,,Female,25,,,,,
,,Male,29,,,,,
,,Male,30,,,,,
,,Female,22,,,,,
,,Female,23,,,,,
,,Female,22,,,,,
,,Female,51,,,,,
,,Male,53,,,,,
,,Male,25,,,,,
,,Male,64,,,,,
,,Male,30,,,,,
,,Male,30,,,,,
,,Male,15,,,,,
,,Female,22,,,,,
,,Female,63,,,,,
,,Female,29,,,,,
,,Female,32,,,,,
,,Female,45,,,,,
,,Male,18,,,,,
,,Female,72,,,,,
,,Female,67,,,,,
,,Female,46,,,,,
,,Male,25,,,,,
,,Male,36,,,,,
,,Female,58,,,,,
,,Female,19,,,,,
,,Male,47,,,,,
,,Female,58,,,,,
,,Male,20,,,,,
,,Male,16,,,,,
,,Male,12,,,,,
,,Female,81,,,,,
,,Female,13,,,,,
,,Female,45,,,,,
,,Male,17,,,,,
,,Female,47,,,,,
,,Male,59,,,,,
,,Male,29,,,,,
,,Male,35,,,,,
,,Female,66,,,,,
,,Female,45,,,,,
,,Male,58,,,,,
,,Female,25,,,,,
,,Female,54,,,,,
,,Female,89,,,,,
,,Male,44,,,,,
,,Female,29,,,,,
,,Male,19,,,,,
,,Female,23,,,,,
,,Male,32,,,,,
,,Female,26,,,,,
,,Female,29,,,,,
,,Male,75,,,,,
,,Female,75,,,,,
,,Female,62,,,,,
,,Female,46,,,,,
,,Male,54,,,,,
,,Male,20,,,,,
,,Female,31,,,,,
,,Male,41,,,,,
,,Male,61,,,,,
,,Male,50,,,,,
,,Male,38,,,,,
,,Female,48,,,,,
,,Male,20,,,,,
,,Male,15,,,,,
,,Male,40,,,,,
,,Male,27,,,,,
,,Male,25,,,,,
,,Male,18,,,,,
,,Male,52,,,,,
,,Female,12,,,,,
,,Male,36,,,,,
,,Male,51,,,,,
,,Male,11,,,,,
,,Male,43,,,,,
,,Male,19,,,,,
,,Female,19,,,,,
,,Male,20,,,,,
,,Male,22,,,,,
,,Female,32,,,,,
,,Female,12,,,,,
,,Female,38,,,,,
,,Male,11,,,,,
,,Female,64,,,,,
,,Female,47,,,,,
,,Male,30,,,,,
,,Male,70,,,,,
,,Female,73,,,,,
,,Male,17,,,,,
,,Male,16,,,,,
,,Male,18,,,,,
,,Male,17,,,,,
,,Female,24,,,,,
,,Male,21,,,,,
,,Female,24,,,,,
,,Female,57,,,,,
,,Male,29,,,,,
,,Male,36,,,,,
,,Male,29,,,,,
,,Male,61,,,,,
,,Female,43,,,,,
,,Male,27,,,,,
,,Male,26,,,,,
,,Female,22,,,,,
,,Male,10,,,,,
,,Male,43,,,,,
,,Male,46,,,,,
,,Female,29,,,,,
,,Male,49,,,,,
,,Male,41,,,,,
,,Female,44,,,,,
,,Female,57,,,,,
,,Male,50,,,,,
,,Male,1,,,,,
,,Female,75,,,,,
,,Male,18,,,,,
,,Male,41,,,,,
,,Male,44,,,,,
,,Female,26,,,,,
,,Male,53,,,,,
,,Female,60,,,,,
,,Male,63,,,,,
,,Male,53,,,,,
,,Female,18,,,,,
,,Female,21,,,,,
,,Female,22,,,,,
,,Male,45,,,,,
,,Female,39,,,,,
,,Female,20,,,,,
,,Female,46,,,,,
,,Female,39,,,,,
,,Female,13,,,,,
,,Female,22,,,,,
,,Male,30,,,,,
,,Male,25,,,,,
,,Male,38,,,,,
,,Male,24,,,,,
,,Male,19,,,,,
,,Female,27,,,,,
,,Female,19,,,,,
,,Male,41,,,,,
,,Male,39,,,,,
,,Male,72,,,,,
,,Female,16,,,,,
,,Male,36,,,,,
,,Female,24,,,,,
,,Female,70,,,,,
,,Female,41,,,,,
,,Male,15,,,,,
,,Female,27,,,,,
,,Male,73,,,,,
,,Female,70,,,,,
,,Male,32,,,,,
,,Female,28,,,,,
,,Female,49,,,,,
,,Male,62,,,,,
,,Female,61,,,,,
,,Female,23,,,,,
,,Female,37,,,,,
,,Male,32,,,,,
,,Female,57,,,,,
,,Female,43,,,,,
,,Male,21,,,,,
,,Female,53,,,,,
,,Male,38,,,,,
,,Female,30,,,,,
,,Female,36,,,,,
,,Female,22,,,,,
,,Female,13,,,,,
,,Male,50,,,,,
,,Female,61,,,,,
,,Male,36,,,,,
,,Male,71,,,,,
,,Male,45,,,,,
,,Male,19,,,,,
,,Male,23,,,,,
,,Male,33,,,,,
,,Male,16,,,,,
,,Female,10,,,,,
,,Female,30,,,,,
,,Female,26,,,,,
,,Male,24,,,,,
,,Female,23,,,,,
,,Female,17,,,,,
,,Female,39,,,,,
,,Male,44,,,,,
,,Male,26,,,,,
,,Male,21,,,,,
,,Male,72,,,,,
,,Female,41,,,,,
,,Female,39,,,,,
,,Female,5,,,,,
,,Female,38,,,,,
,,Female,29,,,,,
,,Male,38,,,,,
,,Female,41,,,,,
,,Male,53,,,,,
,,Female,17,,,,,
,,Female,25,,,,,
,,Female,28,,,,,
,,Female,69,,,,,
,,Male,72,,,,,
,,Female,59,,,,,
,,Male,42,,,,,
,,Female,57,,,,,
,,Male,35,,,,,
,,Male,26,,,,,
,,Male,30,,,,,
,,Female,24,,,,,
,,Female,24,,,,,
,,Male,3,,,,,
,,Female,20,,,,,
,,Male,20,,,,,
,,Male,29,,,,,
,,Female,39,,,,,
,,Male,53,,,,,
,,Male,15,,,,,
,,Female,71,,,,,
,,Female,79,,,,,
,,Male,32,,,,,
,,Female,51,,,,,
,,Male,31,,,,,
,,Female,48,,,,,
,,Female,29,,,,,
,,Female,23,,,,,
,,Female,51,,,,,
,,Female,34,,,,,
,,Female,48,,,,,
,,Male,29,,,,,
,,Female,20,,,,,
,,Male,48,,,,,
,,Female,52,,,,,
,,Male,28,,,,,
,,Female,26,,,,,
,,Female,24,,,,,
,,Male,4,,,,,
,,Female,61,,,,,
,,Male,37,,,,,
,,Female,58,,,,,
,,Female,38,,,,,
,,Female,21,,,,,
,,Male,37,,,,,
,,Female,45,,,,,
,,Male,61,,,,,
,,Female,37,,,,,
,,Male,21,,,,,
,,Male,24,,,,,
,,Male,36,,,,,
,,Female,58,,,,,
,,Female,35,,,,,
,,Female,33,,,,,
,,Male,32,,,,,
,,Male,19,,,,,
,,Male,28,,,,,
,,Male,37,,,,,
,,Male,25,,,,,
,,Male,24,,,,,
,,Male,23,,,,,
,,Male,32,,,,,
,,Female,84,,,,,
,,Female,20,,,,,
,,Male,50,,,,,
,,Male,33,,,,,
,,Male,39,,,,,
,,Male,47,,,,,
,,Male,31,,,,,
,,Female,17,,,,,
,,Female,18,,,,,
,,Female,23,,,,,
,,Male,61,,,,,
,,Male,41,,,,,
,,Female,57,,,,,
,,Male,57,,,,,
,,Male,28,,,,,
,,Female,48,,,,,
,,Female,28,,,,,
,,Male,25,,,,,
,,Female,30,,,,,
,,Female,34,,,,,
,,Male,58,,,,,
,,Male,13,,,,,
,,Male,50,,,,,
,,Male,21,,,,,
,,Male,40,,,,,
,,Male,20,,,,,
,,Male,19,,,,,
,,Male,22,,,,,
,,Male,64,,,,,
,,Male,24,,,,,
,,Female,46,,,,,
,,Female,25,,,,,
,,Female,83,,,,,
,,Male,65,,,,,
,,Male,47,,,,,
,,Male,31,,,,,
,,Female,18,,,,,
,,Male,28,,,,,
,,Male,27,,,,,
,,Male,26,,,,,
,,Male,25,,,,,
,,Female,24,,,,,
,,Male,34,,,,,
,,Male,20,,,,,
,,Female,32,,,,,
,,Male,22,,,,,
,,Female,68,,,,,
,,Female,38,,,,,
,,Female,21,,,,,
,,Female,24,,,,,
,,Female,18,,,,,
,,Female,19,,,,,
,,Female,39,,,,,
,,Female,28,,,,,
,,Male,40,,,,,
,,Male,40,,,,,
,,Male,35,,,,,
,,Male,43,,,,,
,,Male,18,,,,,
,,Female,24,,,,,
,,Female,61,,,,,
,,Female,28,,,,,
,,Female,33,,,,,
,,Male,75,,,,,
,,Female,29,,,,,
,,Male,30,,,,,
,,Male,6,,,,,
,,Female,76,,,,,
,,Male,33,,,,,
,,Male,26,,,,,
,,Male,42,,,,,
,,Female,29,,,,,
,,Male,35,,,,,
,,Male,55,,,,,
,,Male,17,,,,,
,,Female,3,,,,,
,,Male,39,,,,,
,,Male,26,,,,,
,,Male,75,,,,,
,,Female,56,,,,,
,,Male,21,,,,,
,,Male,19,,,,,
,,Male,6,,,,,
,,Female,30,,,,,
,,Female,42,,,,,
,,Male,22,,,,,
,,Male,20,,,,,
,,Female,40,,,,,
,,Female,43,,,,,
,,Male,25,,,,,
,,Male,16,,,,,
,,Male,24,,,,,
,,Male,58,,,,,
,,Female,84,,,,,
