Local Authority Reference,Works Type,Casualty Class,Casualty Severity,FULLNAME,WORKTYPE_DESCRIPTION,Direction,CountyCode,DistrictNumber
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Serious,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Serious,,,,,
,,Passenger,Serious,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Serious,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Serious,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Serious,,,,,
,,Driver,Serious,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Serious,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Serious,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Serious,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Serious,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Fatal,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Serious,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Serious,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Serious,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Serious,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Serious,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Serious,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Serious,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Serious,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Pedestrian,Serious,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Pedestrian,Serious,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Serious,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Serious,,,,,
,,Driver,Serious,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Serious,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Serious,,,,,
,,Pedestrian,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Serious,,,,,
,,Driver,Serious,,,,,
,,Passenger,Serious,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Serious,,,,,
,,Passenger,Serious,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Serious,,,,,
,,Passenger,Serious,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Serious,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Serious,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Pedestrian,Serious,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Pedestrian,Serious,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Serious,,,,,
,,Pedestrian,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Pedestrian,Serious,,,,,
,,Driver,Serious,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Serious,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Serious,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Fatal,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Serious,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Serious,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Serious,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Fatal,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Serious,,,,,
,,Driver,Serious,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Pedestrian,Serious,,,,,
,,Driver,Serious,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Fatal,,,,,
,,Driver,Slight,,,,,
,,Passenger,Serious,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Serious,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Serious,,,,,
,,Pedestrian,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Serious,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Serious,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Serious,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Serious,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Passenger,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Serious,,,,,
,,Passenger,Serious,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Serious,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Pedestrian,Serious,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Serious,,,,,
,,Driver,Slight,,,,,
,,Passenger,Serious,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Serious,,,,,
,,Passenger,Serious,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Serious,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Serious,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Serious,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Serious,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Serious,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Serious,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Serious,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Serious,,,,,
,,Passenger,Slight,,,,,
,,Pedestrian,Serious,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Serious,,,,,
,,Pedestrian,Serious,,,,,
,,Pedestrian,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Pedestrian,Serious,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Serious,,,,,
,,Passenger,Serious,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Serious,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Serious,,,,,
,,Passenger,Serious,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Serious,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Serious,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Serious,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Serious,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Fatal,,,,,
,,Pedestrian,Fatal,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Serious,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Serious,,,,,
,,Passenger,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Serious,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Pedestrian,Serious,,,,,
,,Driver,Serious,,,,,
,,Driver,Serious,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Serious,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Serious,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Serious,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Serious,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Serious,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Pedestrian,Serious,,,,,
,,Pedestrian,Slight,,,,,
,,Pedestrian,Serious,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Serious,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Serious,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Serious,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Serious,,,,,
,,Driver,Serious,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Serious,,,,,
,,Pedestrian,Serious,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Serious,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Serious,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Serious,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Pedestrian,Serious,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
