Type,Severity,Accident Ref No.,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty
,,10BA0006258,Passenger,Serious,Male,20
,,10CA0005833,Pedestrian,Slight,Female,44
,,10MU0005857,Driver,Slight,Female,61
,,10AA0005972,Driver,Slight,Male,30
,,10BA0005858,Driver,Slight,Male,25
,,10BA0005859,Driver,Serious,Male,47
,,10BA0005875,Driver,Slight,Female,32
,,10CA0005814,Driver,Slight,Male,45
,,10CA0005814,Driver,Slight,Male,61
,,10CA0005839,Driver,Slight,Male,30
,,10CA0005864,Driver,Slight,Female,23
,,10CA0005864,Passenger,Slight,Female,20
,,10CA0005864,Passenger,Slight,Female,24
,,10CA0005864,Passenger,Slight,Female,26
,,10MU0005848,Driver,Slight,Female,38
,,10MU0005855,Driver,Slight,Female,84
,,10MU0005855,Driver,Slight,Male,45
,,10MU0005855,Passenger,Slight,Female,82
,,10MU0005856,Driver,Slight,Male,51
,,10MU0005856,Driver,Slight,Female,58
,,10MU0005856,Passenger,Serious,Female,86
,,10BA0005881,Driver,Slight,Male,38
,,10BA0005976,Driver,Slight,Male,41
,,10BA0005996,Driver,Slight,Female,18
,,10BA0005996,Driver,Slight,Male,28
,,10BA0005996,Passenger,Slight,Female,30
,,10MU0005915,Driver,Slight,Female,36
,,10BA0005967,Pedestrian,Slight,Female,9
,,10CA0005879,Driver,Slight,Male,33
,,10CA0005879,Driver,Slight,Female,56
,,10CA0005879,Passenger,Slight,Female,48
,,10CA0005879,Passenger,Slight,Female,10
,,10CA0005879,Passenger,Slight,Male,8
,,10CA0005923,Driver,Serious,Male,50
,,10AA0005865,Driver,Slight,Male,31
,,10BA0005878,Driver,Slight,Female,32
,,10BA0006002,Driver,Slight,Male,21
,,10BA0006002,Driver,Slight,Male,50
,,10CA0004102,Pedestrian,Slight,Male,62
,,10CA0005924,Driver,Slight,Female,43
,,10CA0006063,Passenger,Slight,Male,32
,,10AA0005866,Driver,Slight,Male,21
,,10AA0005897,Driver,Slight,Male,16
,,10AA0006031,Passenger,Slight,Male,79
,,10AA0373132,Driver,Serious,Male,22
,,10AA0373132,Driver,Slight,Male,36
,,10BA0005920,Driver,Slight,Male,36
,,10CA0005931,Driver,Slight,Male,41
,,10CA0005947,Driver,Slight,Female,37
,,10CA0005947,Driver,Slight,Male,43
,,10AA0005929,Driver,Slight,Male,18
,,10AA0005977,Driver,Slight,Male,45
,,10AA0006030,Passenger,Slight,Male,14
,,10CA0005922,Pedestrian,Slight,Male,46
,,10CA0005944,Driver,Slight,Male,22
,,10CA0005944,Driver,Slight,Male,77
,,10CA0005968,Pedestrian,Slight,Female,20
,,10MU0006051,Driver,Slight,Male,47
,,10MU0006051,Driver,Slight,Male,23
,,10MU0006051,Driver,Slight,Female,44
,,10MU0006051,Driver,Slight,Male,30
,,10AA0005970,Driver,Serious,Male,38
,,10AA0005995,Passenger,Slight,Female,18
,,10AA0005995,Passenger,Slight,Male,19
,,10CA0005945,Driver,Serious,Female,34
,,10CA0006117,Pedestrian,Slight,Female,55
,,10AA0005978,Driver,Slight,Female,29
,,10AA0005978,Driver,Slight,Female,16
,,10AA0006091,Driver,Serious,Male,43
,,10BA0005979,Driver,Slight,Male,47
,,10BA0005979,Driver,Slight,Female,19
,,10BA0005979,Passenger,Slight,Female,19
,,10BA0005979,Passenger,Slight,Female,19
,,10BA0006001,Driver,Serious,Female,47
,,10BA0006001,Passenger,Slight,Male,56
,,10BA0006163,Pedestrian,Serious,Male,11
,,10CA0005943,Driver,Slight,Male,19
,,10CA0005943,Driver,Slight,Male,45
,,10CA0005943,Passenger,Slight,Female,19
,,10CA0005943,Passenger,Slight,Male,56
,,10CA0005997,Driver,Slight,Male,27
,,10AA0005975,Driver,Slight,Male,39
,,10BA0005999,Passenger,Serious,Male,23
,,10BA0006013,Pedestrian,Serious,Male,43
,,10BA0006130,Pedestrian,Slight,Female,48
,,10BA0006162,Pedestrian,Slight,Male,14
,,10BA0006172,Driver,Slight,Male,43
,,10CA0006000,Driver,Slight,Male,33
,,10CA0005994,Driver,Slight,Male,53
,,10CA0006431,Passenger,Slight,Female,34
,,10CA0006431,Passenger,Slight,Male,46
,,10BA0005992,Pedestrian,Serious,Male,25
,,10BA0006032,Driver,Slight,Male,7
,,10CA0006017,Driver,Slight,Male,32
,,10CA0006017,Passenger,Slight,Male,33
,,10MU0006024,Driver,Serious,Male,47
,,10MU0006024,Passenger,Serious,Female,49
,,10AA0006023,Driver,Slight,Female,49
,,10AA0006023,Driver,Slight,Female,55
,,10AA0006023,Driver,Slight,Female,37
,,10AA0006023,Passenger,Slight,Male,51
,,10AA0006034,Pedestrian,Slight,Male,11
,,10AA0006034,Driver,Slight,Male,63
,,10AA0006109,Driver,Slight,Female,45
,,10AA0006109,Driver,Slight,Female,51
,,10AA0006109,Passenger,Slight,Female,15
,,10AA0006109,Passenger,Slight,Female,54
,,10AA0006111,Driver,Slight,Male,27
,,10AA0006180,Driver,Slight,Male,23
,,10AA0006180,Driver,Serious,Male,20
,,10AA0006180,Passenger,Slight,Male,19
,,10AA0006180,Passenger,Slight,Male,20
,,10BA0006029,Driver,Slight,Female,21
,,10CA0006244,Driver,Slight,Male,37
,,10CA0006244,Driver,Slight,Male,48
,,10MU0006092,Driver,Slight,Male,37
,,10AA0006036,Driver,Slight,Female,47
,,10AA0006045,Driver,Slight,Female,24
,,10AA0006045,Passenger,Slight,Male,26
,,10AA0006068,Driver,Slight,Female,26
,,10AA0006177,Driver,Slight,Male,27
,,10AA0006177,Driver,Slight,Female,39
,,10BA0006065,Passenger,Slight,Female,22
,,10BA0006080,Driver,Slight,Female,22
,,10BA0006120,Driver,Slight,Male,12
,,10CA0006035,Pedestrian,Slight,Male,18
,,10CA0006047,Pedestrian,Slight,Female,8
,,10CA0006056,Driver,Slight,Female,26
,,10CA0006181,Driver,Slight,Male,34
,,10CA0006181,Passenger,Slight,Female,78
,,10CA0006181,Passenger,Slight,Female,53
,,10CA0006181,Passenger,Slight,Male,30
,,10CA0006181,Passenger,Slight,Female,44
,,10CA0006181,Passenger,Slight,Female,71
,,10CA0006181,Passenger,Slight,Female,42
,,10CA0006181,Passenger,Slight,Female,62
,,10CA0006181,Passenger,Slight,Male,43
,,10MU0006621,Driver,Slight,Male,44
,,10MU0006621,Driver,Slight,Male,30
,,10BA0006104,Driver,Slight,Female,32
,,10BA0006104,Driver,Slight,Female,51
,,10AA0006084,Driver,Slight,Male,42
,,10AA0006107,Driver,Serious,Male,44
,,10AA0006107,Passenger,Serious,Female,15
,,10AA0006107,Passenger,Slight,Female,15
,,10AA0006124,Driver,Slight,Male,46
,,10BA0006141,Driver,Serious,Female,80
,,10BA0006141,Driver,Slight,Male,52
,,10BA0006141,Passenger,Slight,Female,31
,,10BA0006141,Pedestrian,Slight,Male,45
,,10CA0006081,Driver,Slight,Male,49
,,10AA0006129,Passenger,Slight,Female,83
,,10AA0006174,Driver,Slight,Female,27
,,10AA0006174,Passenger,Slight,Female,17
,,10AA0006438,Driver,Slight,Female,32
,,10BA0006103,Driver,Serious,Male,28
,,10CA0006115,Driver,Slight,Female,30
,,10CA0006115,Driver,Slight,Male,49
,,10CA0006169,Passenger,Slight,Male,67
,,10CA0006179,Driver,Serious,Female,25
,,10CA0006179,Pedestrian,Slight,Male,24
,,10CA0006179,Driver,Slight,Male,22
,,10AA0006113,Passenger,Slight,Female,22
,,10AA0006125,Driver,Slight,Male,74
,,10AA0006125,Driver,Slight,Female,20
,,10AA0006164,Pedestrian,Slight,Female,9
,,10BA0006075,Passenger,Slight,Male,61
,,10BA0006096,Passenger,Slight,Male,15
,,10BA0006151,Passenger,Slight,Male,22
,,10MU0006175,Driver,Slight,Female,53
,,10MU0006175,Passenger,Slight,Male,16
,,10AA0006146,Driver,Slight,Female,49
,,10AA0006146,Driver,Serious,Male,30
,,10AA0006146,Passenger,Slight,Female,18
,,10AA0006146,Passenger,Slight,Female,23
,,10BA0006106,Driver,Slight,Male,21
,,10BA0006106,Driver,Slight,Male,37
,,10BA0006106,Passenger,Slight,Female,23
,,10BA0006106,Passenger,Slight,Male,22
,,10BA0006106,Passenger,Slight,Male,21
,,10BA0006106,Passenger,Slight,Male,19
,,10BA0006106,Passenger,Slight,Male,24
,,10BA0006173,Passenger,Slight,Female,14
,,10BA0006140,Driver,Slight,Female,15
,,10BA0006147,Pedestrian,Slight,Male,15
,,10BA0395389,Driver,Fatal,Female,89
,,10BA0396309,Pedestrian,Fatal,Female,15
,,10AA0006134,Pedestrian,Slight,Female,13
,,10AA0006211,Driver,Serious,Male,53
,,10BA0006136,Driver,Slight,Female,40
,,10BA0006136,Driver,Slight,Male,45
,,10BA0006136,Driver,Slight,Female,38
,,10BA0006358,Driver,Slight,Female,42
,,10CA0006148,Passenger,Slight,Male,52
,,10CA0006197,Pedestrian,Slight,Male,13
,,10AA0006205,Driver,Slight,Male,31
,,10AA0006210,Driver,Slight,Male,34
,,10AA0006212,Driver,Slight,Male,44
,,10CA0006157,Driver,Slight,Male,45
,,10CA0006157,Driver,Serious,Male,28
,,10CA0006167,Passenger,Slight,Female,55
,,10CA0006167,Pedestrian,Slight,Male,26
,,10CA0006192,Driver,Slight,Male,38
,,10CA0006207,Driver,Slight,Male,37
,,10CA0006257,Driver,Serious,Female,25
,,10CA0006330,Passenger,Slight,Female,46
,,10AA0006189,Passenger,Slight,Male,47
,,10AA0006209,Pedestrian,Serious,Male,18
,,10AA0006228,Driver,Serious,Male,19
,,10BA0006188,Driver,Serious,Male,19
,,10BA0006188,Driver,Slight,Male,26
,,10MU0006185,Passenger,Slight,Female,27
,,10MU0006185,Passenger,Slight,Female,22
,,10MU0006185,Passenger,Slight,Female,22
,,10MU0006185,Passenger,Slight,Female,17
,,10AA0006221,Pedestrian,Slight,Female,30
,,10AA0006238,Driver,Serious,Male,42
,,10AA0006238,Driver,Slight,Female,31
,,10BA0006239,Driver,Slight,Male,21
,,10BA0006364,Driver,Slight,Male,11
,,10CA0006413,Driver,Slight,Male,18
,,10AA0006196,Driver,Slight,Male,52
,,10AA0006196,Driver,Slight,Male,19
,,10AA0006196,Passenger,Slight,Female,47
,,10AA0006196,Passenger,Slight,Male,10
,,10AA0006222,Driver,Slight,Male,43
,,10AA0006237,Driver,Slight,Male,53
,,10AA0006237,Driver,Slight,Male,51
,,10AA0006237,Passenger,Slight,Male,6
,,10BA0006243,Driver,Slight,Male,44
,,10BA0006245,Driver,Serious,Male,15
,,10BA0006249,Driver,Slight,Male,44
,,10BA0006294,Driver,Slight,Male,38
,,10BA0006294,Passenger,Slight,Male,38
,,10BA0006294,Passenger,Slight,Female,26
,,10BA0006294,Driver,Slight,Male,31
,,10BA0006294,Passenger,Slight,Male,36
,,10CA0006246,Pedestrian,Slight,Female,5
,,10AA0006236,Passenger,Slight,Female,31
,,10BA0006255,Driver,Slight,Male,52
,,10CA0006220,Driver,Serious,Male,25
,,10CA0006262,Pedestrian,Slight,Female,6
,,10CA0006264,Driver,Slight,Male,30
,,10MU0006277,Driver,Serious,Female,42
,,10MU0006277,Passenger,Slight,Male,54
,,10AA0006271,Driver,Slight,Male,59
,,10AA0006272,Pedestrian,Serious,Male,12
,,10AA0006275,Driver,Slight,Female,42
,,10AA0006275,Driver,Slight,Male,49
,,10AA0006283,Driver,Slight,Male,26
,,10AA0006283,Passenger,Slight,Male,35
,,10AA0006285,Driver,Slight,Female,25
,,10BA0006266,Pedestrian,Slight,Male,38
,,10BA0006266,Pedestrian,Slight,Female,3
,,10AA0006276,Driver,Slight,Male,17
,,10AA0006314,Driver,Slight,Male,44
,,10BA0006970,Driver,Slight,Male,22
,,10CA0006273,Driver,Slight,Male,28
,,10CA0006278,Driver,Slight,Male,14
,,10CA0006281,Pedestrian,Slight,Female,10
,,10CA0006315,Pedestrian,Serious,Female,61
,,10CA0006326,Pedestrian,Slight,Male,19
,,10CA0006327,Pedestrian,Serious,Female,11
,,10CA0006402,Driver,Slight,Male,51
,,10AA0006349,Driver,Slight,Male,38
,,10BA0006291,Driver,Slight,Female,36
,,10AA0006319,Driver,Slight,Male,74
,,10AA0006319,Driver,Slight,Male,58
,,10AA0006319,Passenger,Slight,Male,70
,,10AA0006319,Passenger,Slight,Male,58
,,10AA0006323,Driver,Slight,Male,33
,,10AA0006324,Driver,Slight,Female,33
,,10AA0006324,Driver,Serious,Female,81
,,10MU0006317,Driver,Slight,Female,30
,,10MU0006320,Passenger,Slight,Female,60
,,10MU0006320,Passenger,Slight,Male,29
,,10MU0006322,Driver,Slight,Female,22
,,10AA0006307,Driver,Slight,Male,21
,,10BA0006309,Pedestrian,Slight,Male,20
,,10BA0006335,Driver,Slight,Male,11
,,10BA0006347,Driver,Slight,Male,44
,,10CA0006325,Driver,Serious,Male,86
,,10CA0006325,Passenger,Slight,Female,43
,,10MU0006316,Driver,Slight,Male,24
,,10AA0006329,Driver,Slight,Male,33
,,10AA0006338,Passenger,Slight,Female,17
,,10AA0006366,Passenger,Slight,Female,27
,,10AA0006452,Driver,Slight,Female,34
,,10BA0006346,Pedestrian,Slight,Male,17
,,10BA0006554,Driver,Slight,Male,42
,,10BA0006554,Passenger,Slight,Female,16
,,10BA0006554,Passenger,Serious,Male,14
,,10BA0006554,Passenger,Slight,Female,64
,,10BA0006554,Passenger,Slight,Male,71
,,10BA0006754,Driver,Slight,Male,26
,,10AA0006385,Driver,Slight,Male,22
,,10AA0006534,Driver,Slight,Male,30
,,10BA0006334,Driver,Slight,Male,76
,,10BA0006351,Driver,Slight,Female,73
,,10BA0006352,Passenger,Slight,Female,75
,,10MU0006629,Driver,Slight,Male,61
,,10MU0006629,Passenger,Slight,Female,57
,,10AA0006388,Driver,Slight,Male,21
,,10BA0006369,Pedestrian,Slight,Female,51
,,10CA0006365,Driver,Slight,Male,17
,,10AA0006359,Pedestrian,Slight,Male,13
,,10AA0006371,Passenger,Slight,Female,78
,,10AA0006378,Driver,Slight,Male,16
,,10AA0006379,Driver,Slight,Female,41
,,10AA0006437,Driver,Slight,Female,46
,,10AA0006436,Driver,Serious,Male,25
,,10AA0006448,Driver,Serious,Male,40
,,10AA0006517,Driver,Slight,Male,31
,,10AA0006517,Passenger,Slight,Female,25
,,10BA0006393,Passenger,Slight,Female,80
,,10CA0006377,Pedestrian,Slight,Male,19
,,10AA0006447,Driver,Slight,Male,19
,,10CA0006401,Pedestrian,Serious,Male,30
,,10CA0006450,Pedestrian,Serious,Male,19
,,10CA0006408,Driver,Slight,Male,77
,,10CA0006625,Pedestrian,Slight,Male,9
,,10AA0006414,Driver,Slight,Male,51
,,10AA0006416,Pedestrian,Slight,Female,24
,,10AA0006416,Pedestrian,Slight,Male,23
,,10AA0006418,Driver,Serious,Female,60
,,10AA0006432,Driver,Slight,Male,22
,,10BA0006417,Passenger,Slight,Male,49
,,10BA0006417,Passenger,Slight,Male,44
,,10BA0006427,Driver,Slight,Male,46
,,10CA0006428,Passenger,Slight,Female,37
,,10CA0006440,Driver,Slight,Female,26
,,10AA0006484,Driver,Slight,Male,28
,,10AA0006508,Pedestrian,Serious,Male,5
,,10AA0006991,Driver,Slight,Male,41
,,10CA0006487,Passenger,Slight,Female,50
,,10CA0006487,Passenger,Slight,Female,26
,,10MU0006456,Driver,Slight,Female,30
,,10AA0006466,Driver,Slight,Male,50
,,10AA0006472,Driver,Slight,Female,37
,,10BA0006455,Driver,Slight,Male,31
,,10BA0006516,Passenger,Slight,Female,16
,,10BA0006516,Passenger,Slight,Female,16
,,10BA0006568,Pedestrian,Slight,Male,4
,,10BA0006611,Driver,Slight,Female,46
,,10CA0006471,Driver,Slight,Male,18
,,10CA0006488,Driver,Serious,Female,47
,,10AA0006467,Driver,Slight,Male,51
,,10AA0006467,Driver,Slight,Female,51
,,10AA0006473,Driver,Slight,Male,29
,,10BA0006513,Driver,Slight,Female,20
,,10BA0006513,Driver,Slight,Male,20
,,10BA0006513,Passenger,Slight,Female,16
,,10BA0006513,Passenger,Slight,Male,21
,,10BA0006513,Passenger,Slight,Female,17
,,10BA0006725,Driver,Slight,Female,48
,,10BA0006725,Passenger,Slight,Male,49
,,10CA0006478,Passenger,Slight,Female,79
,,10CA0006480,Pedestrian,Slight,Male,6
,,10CA0006813,Driver,Slight,Male,31
,,10AA0006521,Driver,Slight,Male,24
,,10AA0006521,Driver,Slight,Male,29
,,10BA0006515,Driver,Slight,Male,54
,,10BA0006523,Driver,Slight,Male,20
,,10BA0006523,Passenger,Slight,Male,26
,,10BA0006523,Passenger,Slight,Male,20
,,10BA0006523,Passenger,Slight,Female,17
,,10BA0006523,Passenger,Slight,Female,17
,,10BA0006523,Passenger,Slight,Male,28
,,10BA0006551,Driver,Slight,Female,24
,,10BA0006551,Driver,Slight,Male,83
,,10BA0006551,Passenger,Slight,Male,4
,,10CA0006481,Passenger,Slight,Male,19
,,10CA0006489,Passenger,Slight,Male,83
,,10CA0006530,Driver,Slight,Male,48
,,10CA0006553,Driver,Slight,Male,77
,,10CA0006553,Driver,Slight,Male,49
,,10CA0006553,Passenger,Slight,Female,78
,,10CA0006553,Passenger,Slight,Female,37
,,10CA0006566,Pedestrian,Serious,Female,34
,,10AA0006510,Driver,Slight,Female,26
,,10AA0006524,Driver,Slight,Male,58
,,10AA0006527,Passenger,Slight,Female,52
,,10AA0006528,Driver,Slight,Male,64
,,10BA0006512,Driver,Slight,Male,56
,,10BA0006529,Passenger,Slight,Female,43
,,10CA0006772,Driver,Slight,Male,43
,,10AA0006537,Driver,Serious,Male,40
,,10AA0006543,Driver,Slight,Male,21
,,10BA0006520,Pedestrian,Serious,Male,18
,,10BA0006525,Passenger,Slight,Male,46
,,10BA0006525,Passenger,Slight,Male,6
,,10CA0006564,Driver,Slight,Female,71
,,10CA0006564,Driver,Slight,Female,30
,,10CA0006564,Passenger,Slight,Female,69
,,10CA0006565,Driver,Slight,Male,31
,,10CA0006565,Driver,Slight,Female,54
,,10AA0006567,Driver,Slight,Male,43
,,10BA0006557,Driver,Slight,Female,18
,,10BA0006558,Pedestrian,Slight,Female,4
,,10CA0006535,Driver,Slight,Male,27
,,10BA0006555,Driver,Serious,Male,28
,,10BA0006569,Pedestrian,Slight,Female,15
,,10BA0006610,Passenger,Slight,Male,48
,,10CA0006657,Driver,Slight,Female,44
,,10CA0467680,Driver,Slight,Male,43
,,10CA0467680,Passenger,Slight,Male,12
,,10AA0006574,Passenger,Slight,Female,79
,,10AA0006580,Driver,Serious,Female,46
,,10AA0006580,Passenger,Slight,Female,28
,,10AA0006587,Pedestrian,Slight,Female,12
,,10AA0006597,Driver,Slight,Male,43
,,10AA0006599,Passenger,Slight,Female,64
,,10BA0006633,Driver,Slight,Male,84
,,10BA0006683,Driver,Slight,Female,41
,,10BA0006683,Passenger,Serious,Male,7
,,10BA0006683,Passenger,Slight,Male,3
,,10CA0006581,Driver,Serious,Male,22
,,10CA0006594,Pedestrian,Slight,Female,11
,,10AA0006588,Driver,Slight,Female,46
,,10AA0006588,Driver,Slight,Male,30
,,10AA0006591,Driver,Slight,Male,24
,,10AA0006593,Driver,Slight,Male,25
,,10AA0446785,Driver,Slight,Male,19
,,10BA0006613,Driver,Slight,Female,25
,,10BA0006613,Passenger,Slight,Male,24
,,10BA0006619,Driver,Slight,Male,39
,,10BA0006619,Passenger,Slight,Female,30
,,10BA0006620,Pedestrian,Slight,Female,11
,,10BA0006641,Driver,Serious,Male,66
,,10BA0006647,Driver,Slight,Male,44
,,10BA0006647,Passenger,Slight,Female,39
,,10BA0006647,Passenger,Slight,Male,17
,,10BA0006684,Driver,Slight,Male,30
,,10CA0006578,Driver,Slight,Female,43
,,10CA0006583,Driver,Slight,Female,43
,,10CA0006583,Passenger,Slight,Female,19
,,10CA0006608,Pedestrian,Slight,Female,18
,,10AA0006600,Driver,Serious,Male,79
,,10AA0006612,Passenger,Slight,Female,20
,,10BA0006605,Passenger,Slight,Male,20
,,10BA0006605,Passenger,Slight,Male,26
,,10BA0006605,Passenger,Slight,Male,23
,,10BA0006895,Driver,Serious,Male,22
,,10CA0006592,Passenger,Slight,Female,24
,,10CA0006623,Driver,Slight,Male,25
,,10AA0006598,Driver,Slight,Male,13
,,10BA0006614,Driver,Slight,Male,12
,,10BA0006628,Driver,Serious,Male,85
,,10BA0006628,Driver,Slight,Male,28
,,10BA0006634,Driver,Slight,Male,34
,,10BA0006634,Driver,Slight,Male,45
,,10BA0006634,Passenger,Slight,Male,40
,,10BA0006635,Driver,Serious,Male,21
,,10MU0006627,Driver,Slight,Female,35
,,10AA0006579,Driver,Slight,Male,20
,,10AA0006579,Driver,Slight,Male,22
,,10AA0006579,Passenger,Slight,Male,19
,,10AA0006579,Passenger,Slight,Male,21
,,10BA0006639,Driver,Slight,Female,36
,,10BA0006639,Passenger,Slight,Male,7
,,10BA0006697,Passenger,Slight,Male,25
,,10BA0006873,Passenger,Slight,Female,22
,,10CA0006604,Driver,Slight,Male,18
,,10MU0006646,Driver,Slight,Male,40
,,10MU0006651,Driver,Slight,Male,40
,,10AA0452087,Pedestrian,Slight,Male,23
,,10AA0452223,Driver,Slight,Female,20
,,10AA0452223,Driver,Slight,Male,44
,,10AA0452229,Passenger,Slight,Male,50
,,10AA0452590,Driver,Slight,Female,53
,,10BA0006632,Passenger,Slight,Female,18
,,10BA0006642,Driver,Slight,Male,46
,,10BA0006642,Driver,Slight,Male,43
,,10BA0006680,Driver,Slight,Male,24
,,10CA0451879,Pedestrian,Slight,Female,16
,,10CA0452218,Driver,Slight,Male,50
,,10AA0453772,Driver,Slight,Male,57
,,10BA0006648,Driver,Slight,Male,19
,,10BA0006659,Pedestrian,Serious,Female,14
,,10BA0006695,Driver,Serious,Male,32
,,10CA0454126,Driver,Slight,Male,34
,,10CA0454179,Pedestrian,Slight,Female,23
,,10CA0455480,Passenger,Slight,Female,21
,,10AA0455100,Driver,Slight,Female,38
,,10AA0456208,Driver,Slight,Male,23
,,10BA0006653,Pedestrian,Serious,Male,19
,,10BA0006654,Passenger,Slight,Male,30
,,10CA0454919,Pedestrian,Slight,Female,30
,,10CA0456410,Driver,Slight,Male,19
,,10CA0456410,Passenger,Slight,Female,29
,,10CA0458730,Passenger,Slight,Female,60
,,10MU0006681,Driver,Slight,Male,25
,,10AA0456912,Pedestrian,Serious,Female,80
,,10AA0457814,Driver,Slight,Female,39
,,10AA0460820,Passenger,Slight,Female,70
,,10MU0006674,Driver,Slight,Female,44
,,10AA0466695,Driver,Slight,Male,58
,,10BA0006761,Driver,Slight,Male,23
,,10CA0458597,Driver,Slight,Male,48
,,10CA0500510,Driver,Slight,Male,27
,,10MU0006691,Driver,Slight,Male,36
,,10AA0461428,Pedestrian,Slight,Male,34
,,10AA0461902,Pedestrian,Serious,Male,43
,,10CA0460796,Passenger,Slight,Female,45
,,10CA0461279,Driver,Slight,Male,36
,,10CA0470778,Driver,Slight,Male,24
,,10AA0462531,Pedestrian,Slight,Male,21
,,10AA0464194,Driver,Slight,Male,16
,,10CA0461633,Pedestrian,Slight,Female,40
,,10CA0461633,Pedestrian,Serious,Female,50
,,10CA0461896,Driver,Serious,Male,25
,,10CA0462582,Passenger,Slight,Male,20
,,10MU0462339,Driver,Slight,Male,41
,,10MU0462339,Passenger,Slight,Female,40
,,10AA0464801,Driver,Slight,Male,41
,,10AA0467879,Driver,Slight,Female,19
,,10AA0467879,Passenger,Slight,Female,20
,,10BA0006731,Driver,Slight,Male,36
,,10BA0006731,Driver,Slight,Male,49
,,10BA0006734,Pedestrian,Serious,Female,89
,,10CA0006705,Driver,Slight,Female,18
,,10CA0006705,Passenger,Slight,Male,18
,,10CA0470810,Driver,Slight,Male,49
,,10CA0471270,Pedestrian,Slight,Male,59
,,10CA0493705,Passenger,Slight,Female,19
,,10AA0466485,Driver,Fatal,Male,55
,,10AA0466757,Driver,Serious,Male,45
,,10AA0466842,Driver,Slight,Male,35
,,10BA0006727,Driver,Slight,Male,34
,,10BA0006727,Passenger,Slight,Male,31
,,10CA0466552,Driver,Slight,Male,46
,,10CA0466552,Driver,Serious,Male,44
,,10CA0466552,Passenger,Serious,Female,17
,,10CA0466896,Driver,Slight,Male,32
,,10CA0466896,Driver,Slight,Male,49
,,10MU0006722,Driver,Slight,Male,61
,,10MU0006722,Driver,Slight,Male,34
,,10MU0006722,Driver,Slight,Female,24
,,10AA0467110,Driver,Slight,Male,10
,,10BA0006747,Driver,Slight,Male,86
,,10BA0006759,Driver,Slight,Male,37
,,10BA0006784,Driver,Slight,Male,69
,,10BA0006987,Pedestrian,Slight,Female,12
,,10BA0006987,Pedestrian,Slight,Female,11
,,10BA0467013,Driver,Slight,Male,39
,,10BA0467013,Passenger,Slight,Male,10
,,10BA0475621,Driver,Slight,Male,35
,,10CA0468431,Driver,Slight,Male,13
,,10CA0468431,Passenger,Slight,Male,12
,,10CA0469328,Pedestrian,Slight,Male,62
,,10AA0470357,Passenger,Slight,Female,13
,,10BA0006729,Driver,Slight,Female,28
,,10BA0006730,Driver,Slight,Male,15
,,10BA0006735,Driver,Slight,Female,33
,,10BA0006767,Driver,Slight,Male,18
,,10BA0006767,Driver,Slight,Male,31
,,10BA0006782,Driver,Slight,Female,77
,,10BA0006785,Driver,Slight,Female,43
,,10CA0469639,Driver,Slight,Male,30
,,10CA0471466,Driver,Slight,Male,43
,,10AA0471613,Driver,Slight,Male,19
,,10AA0472086,Pedestrian,Slight,Female,4
,,10AA0472154,Pedestrian,Slight,Female,12
,,10AA0476476,Pedestrian,Slight,Male,23
,,10AA0478014,Driver,Slight,Male,51
,,10BA0006744,Pedestrian,Slight,Male,35
,,10BA0006768,Driver,Slight,Male,37
,,10BA0006781,Driver,Slight,Male,43
,,10BA0006781,Passenger,Slight,Female,15
,,10BA0006781,Passenger,Slight,Male,12
,,10BA0006781,Passenger,Slight,Female,39
,,10CA0472533,Passenger,Slight,Male,52
,,10MU0006753,Driver,Slight,Male,21
,,10MU0006753,Driver,Slight,Female,48
,,10MU0006753,Passenger,Slight,Female,16
,,10MU0006753,Passenger,Slight,Female,10
,,10MU0006753,Passenger,Slight,Female,8
,,10MU0006753,Passenger,Slight,Female,80
,,10MU0006760,Driver,Slight,Female,27
,,10AA0523442,Pedestrian,Slight,Female,30
,,10BA0006779,Driver,Slight,Male,83
,,10CA0473584,Passenger,Slight,Female,88
,,10CA0473584,Driver,Serious,Female,73
,,10AA0475512,Pedestrian,Slight,Male,21
,,10AA0476709,Driver,Slight,Female,25
,,10BA0006794,Driver,Slight,Male,21
,,10CA0475732,Driver,Slight,Male,63
,,10CA0476608,Driver,Slight,Male,67
,,10CA0476608,Passenger,Slight,Male,17
,,10CA0478118,Driver,Slight,Male,24
,,10CA0484061,Driver,Slight,Female,28
,,10MU0006795,Driver,Slight,Male,64
,,10MU0006795,Passenger,Slight,Female,61
,,10AA0477698,Driver,Slight,Female,42
,,10BA0006790,Driver,Slight,Male,18
,,10BA0006790,Passenger,Slight,Male,17
,,10BA0006790,Passenger,Slight,Male,17
,,10BA0006790,Passenger,Slight,Male,20
,,10BA0006791,Driver,Slight,Male,27
,,10BA0006802,Driver,Slight,Female,57
,,10BA0006802,Driver,Slight,Male,19
,,10BA0006802,Passenger,Slight,Male,20
,,10CA0006814,Pedestrian,Serious,Female,63
,,10CA0477756,Passenger,Slight,Female,25
,,10CA0478680,Driver,Slight,Male,46
,,10CA0479145,Driver,Slight,Male,32
,,10CA0479145,Passenger,Slight,Male,20
,,10CA0479145,Passenger,Slight,Male,19
,,10AA0479282,Driver,Slight,Female,33
,,10AA0480159,Driver,Slight,Female,29
,,10AA0480159,Passenger,Slight,Male,8
,,10BA0006808,Driver,Slight,Male,29
,,10BA0006808,Passenger,Slight,Female,20
,,10BA0006816,Driver,Slight,Female,20
,,10BA0006816,Passenger,Slight,Female,22
