Local Authority Reference,Works Status,Works Type,Category Of Works,Accident Ref No.,Casualty Class
,,,,10MU0004600,Driver
,,,,10MU0004600,Driver
,,,,10BA0004578,Driver
,,,,10BA0004578,Passenger
,,,,10BA0004586,Passenger
,,,,10BA0004638,Driver
,,,,10BA0004729,Driver
,,,,10CA0004616,Pedestrian
,,,,10MU0004645,Driver
,,,,10AA0004579,Driver
,,,,10AA0004584,Driver
,,,,10AA0004972,Driver
,,,,10AA0004972,Driver
,,,,10AA0004972,Passenger
,,,,10BA0004593,Driver
,,,,10CA0004581,Pedestrian
,,,,10CA0004589,Passenger
,,,,10CA0004607,Driver
,,,,10CA0004756,Driver
,,,,10MU0004723,Driver
,,,,10MU0004723,Driver
,,,,10MU0004723,Driver
,,,,10MU0004723,Driver
,,,,10MU0004723,Passenger
,,,,10MU0004723,Passenger
,,,,10AA0004642,Driver
,,,,10AA0004662,Passenger
,,,,10BA0004630,Passenger
,,,,10BA0004693,Passenger
,,,,10BA0004937,Driver
,,,,10MU0004644,Driver
,,,,10AA0004920,Driver
,,,,10MU0004643,Passenger
,,,,10MU0004643,Passenger
,,,,10AA0004691,Driver
,,,,10BA0004715,Pedestrian
,,,,10CA0004637,Driver
,,,,10CA0004637,Driver
,,,,10MU0004779,Driver
,,,,10AA0004722,Driver
,,,,10AA0004722,Passenger
,,,,10BA0004726,Driver
,,,,10CA0004701,Passenger
,,,,10CA0004794,Driver
,,,,10CA0004794,Passenger
,,,,10CA0004796,Driver
,,,,10MU0004732,Driver
,,,,10AA0004752,Driver
,,,,10BA0004751,Driver
,,,,10CA0004758,Pedestrian
,,,,10CA0004770,Driver
,,,,10CA0004884,Driver
,,,,10CA0004884,Passenger
,,,,10AA0004780,Driver
,,,,10BA0004748,Pedestrian
,,,,10BA0004839,Driver
,,,,10BA0004841,Driver
,,,,10BA0004847,Driver
,,,,10BA0004847,Driver
,,,,10BA0004903,Driver
,,,,10BA0004903,Passenger
,,,,10CA0004999,Driver
,,,,10AA0004785,Driver
,,,,10BA0004803,Driver
,,,,10MU0004797,Passenger
,,,,10AA0005075,Driver
,,,,10BA0004804,Driver
,,,,10BA0004804,Passenger
,,,,10CA0004806,Passenger
,,,,10CA0004882,Driver
,,,,10CA0004882,Passenger
,,,,10CA0004882,Passenger
,,,,10CA0004882,Passenger
,,,,10AA0004802,Driver
,,,,10AA0004928,Driver
,,,,10AA0004928,Passenger
,,,,10AA0004928,Passenger
,,,,10AA0004928,Passenger
,,,,10AA0004934,Driver
,,,,10CA0004915,Passenger
,,,,10CA0004915,Passenger
,,,,10AA0004935,Driver
,,,,10AA0004935,Passenger
,,,,10AA0004831,Driver
,,,,10AA0004831,Driver
,,,,10AA0004831,Passenger
,,,,10AA0004831,Passenger
,,,,10AA0004890,Pedestrian
,,,,10BA0004881,Driver
,,,,10BA0004896,Driver
,,,,10BA0004897,Driver
,,,,10BA0004897,Passenger
,,,,10BA0004901,Driver
,,,,10BA0004902,Driver
,,,,10BA0004902,Passenger
,,,,10BA0004902,Passenger
,,,,10BA0004904,Passenger
,,,,10BA0004910,Passenger
,,,,10CA0004888,Driver
,,,,10AA0004938,Driver
,,,,10AA0278852,Pedestrian
,,,,10MU0005013,Driver
,,,,10MU0005013,Passenger
,,,,10AA0004964,Driver
,,,,10BA0004965,Driver
,,,,10BA0004965,Pedestrian
,,,,10BA0004968,Passenger
,,,,10AA0005063,Driver
,,,,10CA0005036,Driver
,,,,10CA0005036,Passenger
,,,,10CA0005036,Driver
,,,,10CA0005036,Passenger
,,,,10MU0005011,Driver
,,,,10MU0005011,Passenger
,,,,10MU0005011,Passenger
,,,,10MU0005033,Passenger
,,,,10MU0005037,Driver
,,,,10MU0005037,Driver
,,,,10AA0004958,Driver
,,,,10AA0004963,Driver
,,,,10AA0004963,Driver
,,,,10AA0004963,Passenger
,,,,10AA0004971,Driver
,,,,10AA0004971,Passenger
,,,,10AA0004971,Passenger
,,,,10AA0005101,Driver
,,,,10BA0005146,Driver
,,,,10BA0005146,Driver
,,,,10CA0004997,Pedestrian
,,,,10CA0005014,Driver
,,,,10CA0005658,Driver
,,,,10AA0005118,Pedestrian
,,,,10BA0005008,Driver
,,,,10BA0005038,Pedestrian
,,,,10BA0005157,Passenger
,,,,10MU0005057,Driver
,,,,10MU0005060,Driver
,,,,10MU0005060,Passenger
,,,,10AA0005070,Driver
,,,,10AA0005070,Passenger
,,,,10AA0005110,Driver
,,,,10BA0005006,Driver
,,,,10BA0005028,Driver
,,,,10BA0005039,Passenger
,,,,10BA0005064,Passenger
,,,,10BA0005073,Passenger
,,,,10BA0005076,Driver
,,,,10CA0006321,Driver
,,,,10CA0006321,Passenger
,,,,10MU0005058,Driver
,,,,10AA0005049,Driver
,,,,10AA0005052,Pedestrian
,,,,10AA0005062,Driver
,,,,10AA0005355,Driver
,,,,10BA0005068,Driver
,,,,10BA0005068,Passenger
,,,,10BA0005068,Passenger
,,,,10BA0005068,Passenger
,,,,10CA0005085,Pedestrian
,,,,10MU0005111,Driver
,,,,10CA0005087,Pedestrian
,,,,10CA0005093,Driver
,,,,10CA0005189,Driver
,,,,10MU0005109,Passenger
,,,,10MU0005109,Passenger
,,,,10AA0005133,Driver
,,,,10AA0005144,Passenger
,,,,10AA0005156,Driver
,,,,10AA0005156,Passenger
,,,,10BA0005168,Driver
,,,,10CA0005143,Driver
,,,,10CA0005145,Driver
,,,,10MU0005154,Driver
,,,,10MU0005154,Passenger
,,,,10AA0005120,Driver
,,,,10AA0005155,Driver
,,,,10AA0005155,Passenger
,,,,10AA0005155,Passenger
,,,,10BA0005845,Driver
,,,,10BA0005845,Passenger
,,,,10BA0005845,Passenger
,,,,10BA0005845,Passenger
,,,,10AA0005126,Driver
,,,,10AA0005137,Driver
,,,,10BA0005177,Pedestrian
,,,,10BA0005187,Driver
,,,,10BA0005187,Pedestrian
,,,,10CA0005131,Pedestrian
,,,,10AA0005326,Pedestrian
,,,,10BA0005169,Driver
,,,,10BA0005169,Passenger
,,,,10BA0005169,Passenger
,,,,10CA0005172,Driver
,,,,10CA0005172,Passenger
,,,,10CA0005206,Pedestrian
,,,,10AA0005207,Driver
,,,,10AA0005218,Driver
,,,,10AA0005218,Passenger
,,,,10AA0005243,Driver
,,,,10AA0005243,Passenger
,,,,10BA0005236,Driver
,,,,10MU0005205,Driver
,,,,10AA0005213,Driver
,,,,10AA0005216,Driver
,,,,10AA0005220,Driver
,,,,10AA0005220,Driver
,,,,10AA0005222,Driver
,,,,10AA0005222,Driver
,,,,10BA0005233,Driver
,,,,10BA0005233,Driver
,,,,10BA0005233,Passenger
,,,,10BA0005244,Driver
,,,,10BA0005258,Passenger
,,,,10BA0005364,Driver
,,,,10CA0005214,Passenger
,,,,10CA0005276,Driver
,,,,10AA0005242,Passenger
,,,,10AA0005261,Passenger
,,,,10AA0005261,Passenger
,,,,10BA0005264,Driver
,,,,10CA0005234,Passenger
,,,,10MU0005328,Driver
,,,,10AA0005277,Driver
,,,,10AA0005320,Driver
,,,,10AA0005343,Driver
,,,,10BA0005287,Driver
,,,,10BA0005287,Driver
,,,,10CA0005245,Passenger
,,,,10CA0005283,Driver
,,,,10BA0005294,Pedestrian
,,,,10BA0005295,Pedestrian
,,,,10BA0005322,Driver
,,,,10CA0005340,Driver
,,,,10AA0005300,Driver
,,,,10AA0005700,Driver
,,,,10BA0005298,Pedestrian
,,,,10BA0005301,Pedestrian
,,,,10BA0005310,Driver
,,,,10MU0005302,Driver
,,,,10MU0005317,Driver
,,,,10MU0005317,Passenger
,,,,10MU0005317,Passenger
,,,,10MU0005317,Passenger
,,,,10MU0005317,Passenger
,,,,10MU0005317,Passenger
,,,,10MU0005317,Passenger
,,,,10MU0005317,Passenger
,,,,10MU0005317,Passenger
,,,,10MU0005317,Passenger
,,,,10MU0005317,Passenger
,,,,10MU0005317,Passenger
,,,,10MU0005347,Driver
,,,,10MU0005347,Passenger
,,,,10AA0005496,Driver
,,,,10AA0005496,Passenger
,,,,10BA0005357,Driver
,,,,10CA0005338,Pedestrian
,,,,10CA0006094,Pedestrian
,,,,10MU0005330,Driver
,,,,10BA0005617,Driver
,,,,10BA0005617,Passenger
,,,,10CA0005384,Pedestrian
,,,,10MU0005361,Driver
,,,,10MU0005361,Passenger
,,,,10AA0005362,Driver
,,,,10AA0005362,Passenger
,,,,10AA0005367,Pedestrian
,,,,10AA0005460,Passenger
,,,,10BA0005359,Driver
,,,,10BA0005375,Driver
,,,,10BA0005425,Pedestrian
,,,,10CA0005374,Pedestrian
,,,,10CA0005379,Pedestrian
,,,,10CA0005381,Driver
,,,,10MU0005438,Driver
,,,,10MU0005438,Passenger
,,,,10AA0005393,Driver
,,,,10AA0005393,Passenger
,,,,10AA0005393,Passenger
,,,,10AA0005393,Passenger
,,,,10AA0005393,Passenger
,,,,10BA0005378,Passenger
,,,,10BA0005409,Driver
,,,,10BA0005428,Driver
,,,,10BA0005465,Driver
,,,,10MU0005423,Driver
,,,,10BA0005407,Driver
,,,,10BA0005418,Driver
,,,,10BA0005418,Passenger
,,,,10CA0005471,Driver
,,,,10CA0005471,Passenger
,,,,10MU0005406,Driver
,,,,10AA0005390,Driver
,,,,10AA0005422,Passenger
,,,,10AA0005422,Passenger
,,,,10AA0005422,Passenger
,,,,10AA0005422,Passenger
,,,,10BA0005402,Passenger
,,,,10BA0005402,Passenger
,,,,10BA0005402,Passenger
,,,,10BA0005402,Passenger
,,,,10BA0005402,Passenger
,,,,10BA0005402,Passenger
,,,,10BA0005402,Passenger
,,,,10BA0005402,Passenger
,,,,10BA0005402,Passenger
,,,,10BA0005402,Passenger
,,,,10BA0005402,Passenger
,,,,10BA0005424,Passenger
,,,,10CA0005447,Driver
,,,,10MU0005429,Driver
,,,,10AA0005400,Driver
,,,,10AA0005400,Passenger
,,,,10AA0005400,Passenger
,,,,10AA0005400,Driver
,,,,10BA0005398,Passenger
,,,,10BA0005398,Passenger
,,,,10BA0005398,Passenger
,,,,10CA0005466,Pedestrian
,,,,10MU0005450,Passenger
,,,,10BA0005454,Driver
,,,,10BA0005456,Pedestrian
,,,,10AA0005461,Driver
,,,,10BA0005452,Driver
,,,,10BA0005452,Passenger
,,,,10BA0005462,Driver
,,,,10BA0005462,Passenger
,,,,10BA0005470,Pedestrian
,,,,10BA0005474,Driver
,,,,10BA0005474,Passenger
,,,,10BA0005483,Driver
,,,,10BA0005515,Pedestrian
,,,,10CA0005467,Driver
,,,,10CA0005467,Driver
,,,,10CA0005469,Pedestrian
,,,,10CA0324134,Driver
,,,,10AA0005514,Driver
,,,,10BA0005489,Driver
,,,,10CA0005488,Pedestrian
,,,,10CA0005490,Driver
,,,,10BA0005502,Driver
,,,,10BA0005758,Passenger
,,,,10CA0005473,Passenger
,,,,10CA0005481,Driver
,,,,10CA0005481,Driver
,,,,10CA0005503,Passenger
,,,,10CA0005503,Passenger
,,,,10CA0005503,Passenger
,,,,10AA0005507,Driver
,,,,10BA0005521,Driver
,,,,10BA0005521,Driver
,,,,10BA0005521,Driver
,,,,10BA0006986,Driver
,,,,10BA0006986,Driver
,,,,10BA0006986,Passenger
,,,,10CA0005648,Driver
,,,,10AA0005497,Driver
,,,,10AA0005497,Passenger
,,,,10AA0005497,Passenger
,,,,10AA0005504,Driver
,,,,10AA0005504,Driver
,,,,10AA0005504,Passenger
,,,,10AA0005504,Passenger
,,,,10AA0005504,Passenger
,,,,10AA0005505,Driver
,,,,10BA0005535,Driver
,,,,10CA0005513,Driver
,,,,10CA0005513,Passenger
,,,,10BA0005524,Driver
,,,,10CA0005522,Passenger
,,,,10CA0005522,Passenger
,,,,10CA0005522,Passenger
,,,,10CA0005532,Driver
,,,,10CA0005532,Driver
,,,,10CA0005532,Passenger
,,,,10CA0005532,Passenger
,,,,10AA0005506,Driver
,,,,10AA0005520,Driver
,,,,10BA0005854,Driver
,,,,10CA0005523,Driver
,,,,10CA0005525,Driver
,,,,10CA0005525,Passenger
,,,,10CA0005530,Driver
,,,,10CA0005530,Driver
,,,,10CA0005530,Passenger
,,,,10CA0005530,Passenger
,,,,10CA0005577,Driver
,,,,10CA0005577,Driver
,,,,10CA0005577,Passenger
,,,,10BA0005613,Driver
,,,,10BA0005622,Driver
,,,,10BA0005622,Passenger
,,,,10BA0005622,Passenger
,,,,10BA0005622,Passenger
,,,,10MU0333823,Driver
,,,,10AA0005560,Driver
,,,,10BA0005623,Driver
,,,,10CA0005561,Driver
,,,,10CA0005627,Driver
,,,,10CA0005627,Driver
,,,,10CA0005627,Passenger
,,,,10CA0005627,Passenger
,,,,10AA0005580,Driver
,,,,10BA0005612,Pedestrian
,,,,10BA0005626,Driver
,,,,10BA0005626,Passenger
,,,,10BA0006165,Pedestrian
,,,,10CA0005582,Driver
,,,,10CA0005618,Driver
,,,,10CA0005618,Passenger
,,,,10AA0005629,Pedestrian
,,,,10BA0005624,Driver
,,,,10CA0005605,Passenger
,,,,10BA0005609,Driver
,,,,10BA0005610,Driver
,,,,10BA0342064,Driver
,,,,10CA0005884,Driver
,,,,10CA0005884,Passenger
,,,,10AA0005662,Driver
,,,,10BA0005625,Driver
,,,,10BA0005681,Pedestrian
,,,,10CA0005659,Passenger
,,,,10CA0005661,Driver
,,,,10BA0005656,Driver
,,,,10BA0005657,Pedestrian
,,,,10BA0005686,Driver
,,,,10BA0005698,Pedestrian
,,,,10BA0005862,Pedestrian
,,,,10CA0005699,Driver
,,,,10AA0005729,Driver
,,,,10BA0005687,Pedestrian
,,,,10BA0005771,Pedestrian
,,,,10BA0005863,Driver
,,,,10CA0005673,Driver
,,,,10CA0005722,Pedestrian
,,,,10CA0006070,Driver
,,,,10CA0006070,Driver
,,,,10AA0005683,Driver
,,,,10AA0005702,Passenger
,,,,10AA0005702,Driver
,,,,10AA0005702,Driver
,,,,10BA0005765,Pedestrian
,,,,10CA0005679,Driver
,,,,10MU0005677,Passenger
,,,,10MU0005688,Driver
,,,,10MU0005692,Driver
,,,,10MU0005694,Driver
,,,,10MU0005694,Passenger
,,,,10MU0005694,Passenger
,,,,10AA0005684,Driver
,,,,10AA0005684,Passenger
,,,,10AA0005701,Driver
,,,,10BA0005690,Driver
,,,,10BA0005690,Pedestrian
,,,,10MU0005693,Passenger
,,,,10BA0005695,Pedestrian
,,,,10BA0005697,Driver
,,,,10BA0005745,Driver
,,,,10CA0005674,Driver
,,,,10CA0005674,Passenger
,,,,10BA0005763,Driver
,,,,10BA0005773,Passenger
,,,,10BA0005773,Passenger
,,,,10BA0005782,Driver
,,,,10CA0005685,Pedestrian
,,,,10MU0005742,Driver
,,,,10MU0005742,Passenger
,,,,10AA0005734,Passenger
,,,,10BA0005810,Pedestrian
,,,,10CA0005720,Driver
,,,,10CA0005721,Driver
,,,,10CA0005755,Pedestrian
,,,,10CA0005759,Driver
,,,,10CA0005759,Passenger
,,,,10CA0006110,Driver
,,,,10CA0005756,Passenger
,,,,10CA0005760,Driver
,,,,10CA0005783,Passenger
,,,,10AA0005778,Pedestrian
,,,,10AA0005790,Driver
,,,,10AA0005790,Driver
,,,,10BA0005757,Passenger
,,,,10BA0005798,Driver
,,,,10BA0005798,Driver
,,,,10BA0005798,Driver
,,,,10AA0005808,Passenger
,,,,10BA0005811,Driver
,,,,10CA0005797,Pedestrian
,,,,10CA0005797,Pedestrian
,,,,10CA0005799,Driver
,,,,10CA0005799,Passenger
,,,,10CA0005817,Driver
,,,,10BA0006502,Passenger
,,,,10AA0005779,Driver
,,,,10AA0005813,Driver
,,,,10AA0005824,Passenger
,,,,10AA0005824,Passenger
,,,,10BA0005807,Driver
,,,,10BA0005883,Pedestrian
,,,,10AA0005846,Driver
,,,,10AA0005846,Passenger
,,,,10AA0005846,Passenger
,,,,10AA0006044,Driver
,,,,10BA0005819,Passenger
,,,,10BA0005823,Driver
,,,,10BA0006469,Driver
,,,,10CA0005791,Pedestrian
,,,,10CA0005793,Pedestrian
,,,,10CA0005818,Pedestrian
,,,,10AA0005812,Driver
,,,,10AA0005835,Pedestrian
,,,,10AA0005840,Driver
,,,,10AA0005860,Driver
,,,,10AA0005860,Driver
,,,,10BA0005746,Driver
,,,,10BA0006258,Passenger
,,,,10CA0005833,Pedestrian
,,,,10MU0005857,Driver
,,,,10AA0005972,Driver
,,,,10BA0005858,Driver
,,,,10BA0005859,Driver
,,,,10BA0005875,Driver
,,,,10CA0005814,Driver
,,,,10CA0005814,Driver
,,,,10CA0005839,Driver
,,,,10CA0005864,Driver
,,,,10CA0005864,Passenger
,,,,10CA0005864,Passenger
,,,,10CA0005864,Passenger
,,,,10MU0005848,Driver
,,,,10MU0005855,Driver
,,,,10MU0005855,Driver
,,,,10MU0005855,Passenger
,,,,10MU0005856,Driver
,,,,10MU0005856,Driver
,,,,10MU0005856,Passenger
,,,,10BA0005881,Driver
,,,,10BA0005976,Driver
,,,,10BA0005996,Driver
,,,,10BA0005996,Driver
,,,,10BA0005996,Passenger
,,,,10MU0005915,Driver
,,,,10BA0005967,Pedestrian
,,,,10CA0005879,Driver
,,,,10CA0005879,Driver
,,,,10CA0005879,Passenger
,,,,10CA0005879,Passenger
,,,,10CA0005879,Passenger
,,,,10CA0005923,Driver
,,,,10AA0005865,Driver
,,,,10BA0005878,Driver
,,,,10BA0006002,Driver
,,,,10BA0006002,Driver
,,,,10CA0004102,Pedestrian
,,,,10CA0005924,Driver
,,,,10CA0006063,Passenger
,,,,10AA0005866,Driver
,,,,10AA0005897,Driver
,,,,10AA0006031,Passenger
,,,,10AA0373132,Driver
,,,,10AA0373132,Driver
,,,,10BA0005920,Driver
,,,,10CA0005931,Driver
,,,,10CA0005947,Driver
,,,,10CA0005947,Driver
,,,,10AA0005929,Driver
,,,,10AA0005977,Driver
,,,,10AA0006030,Passenger
,,,,10CA0005922,Pedestrian
,,,,10CA0005944,Driver
,,,,10CA0005944,Driver
,,,,10CA0005968,Pedestrian
,,,,10MU0006051,Driver
,,,,10MU0006051,Driver
,,,,10MU0006051,Driver
,,,,10MU0006051,Driver
,,,,10AA0005970,Driver
,,,,10AA0005995,Passenger
,,,,10AA0005995,Passenger
,,,,10CA0005945,Driver
,,,,10CA0006117,Pedestrian
,,,,10AA0005978,Driver
,,,,10AA0005978,Driver
,,,,10AA0006091,Driver
,,,,10BA0005979,Driver
,,,,10BA0005979,Driver
,,,,10BA0005979,Passenger
,,,,10BA0005979,Passenger
,,,,10BA0006001,Driver
,,,,10BA0006001,Passenger
,,,,10BA0006163,Pedestrian
,,,,10CA0005943,Driver
,,,,10CA0005943,Driver
,,,,10CA0005943,Passenger
,,,,10CA0005943,Passenger
,,,,10CA0005997,Driver
,,,,10AA0005975,Driver
,,,,10BA0005999,Passenger
,,,,10BA0006013,Pedestrian
,,,,10BA0006130,Pedestrian
,,,,10BA0006162,Pedestrian
,,,,10BA0006172,Driver
,,,,10CA0006000,Driver
,,,,10CA0005994,Driver
,,,,10CA0006431,Passenger
,,,,10CA0006431,Passenger
,,,,10BA0005992,Pedestrian
,,,,10BA0006032,Driver
,,,,10CA0006017,Driver
,,,,10CA0006017,Passenger
,,,,10MU0006024,Driver
,,,,10MU0006024,Passenger
,,,,10AA0006023,Driver
,,,,10AA0006023,Driver
,,,,10AA0006023,Driver
,,,,10AA0006023,Passenger
,,,,10AA0006034,Pedestrian
,,,,10AA0006034,Driver
,,,,10AA0006109,Driver
,,,,10AA0006109,Driver
,,,,10AA0006109,Passenger
,,,,10AA0006109,Passenger
,,,,10AA0006111,Driver
,,,,10AA0006180,Driver
,,,,10AA0006180,Driver
,,,,10AA0006180,Passenger
,,,,10AA0006180,Passenger
,,,,10BA0006029,Driver
,,,,10CA0006244,Driver
,,,,10CA0006244,Driver
,,,,10MU0006092,Driver
,,,,10AA0006036,Driver
,,,,10AA0006045,Driver
,,,,10AA0006045,Passenger
,,,,10AA0006068,Driver
,,,,10AA0006177,Driver
,,,,10AA0006177,Driver
,,,,10BA0006065,Passenger
,,,,10BA0006080,Driver
,,,,10BA0006120,Driver
,,,,10CA0006035,Pedestrian
,,,,10CA0006047,Pedestrian
,,,,10CA0006056,Driver
,,,,10CA0006181,Driver
,,,,10CA0006181,Passenger
,,,,10CA0006181,Passenger
,,,,10CA0006181,Passenger
,,,,10CA0006181,Passenger
,,,,10CA0006181,Passenger
,,,,10CA0006181,Passenger
,,,,10CA0006181,Passenger
,,,,10CA0006181,Passenger
,,,,10MU0006621,Driver
,,,,10MU0006621,Driver
,,,,10BA0006104,Driver
,,,,10BA0006104,Driver
,,,,10AA0006084,Driver
,,,,10AA0006107,Driver
,,,,10AA0006107,Passenger
,,,,10AA0006107,Passenger
,,,,10AA0006124,Driver
,,,,10BA0006141,Driver
,,,,10BA0006141,Driver
,,,,10BA0006141,Passenger
,,,,10BA0006141,Pedestrian
,,,,10CA0006081,Driver
,,,,10AA0006129,Passenger
,,,,10AA0006174,Driver
,,,,10AA0006174,Passenger
,,,,10AA0006438,Driver
,,,,10BA0006103,Driver
,,,,10CA0006115,Driver
,,,,10CA0006115,Driver
,,,,10CA0006169,Passenger
,,,,10CA0006179,Driver
,,,,10CA0006179,Pedestrian
,,,,10CA0006179,Driver
,,,,10AA0006113,Passenger
,,,,10AA0006125,Driver
,,,,10AA0006125,Driver
,,,,10AA0006164,Pedestrian
,,,,10BA0006075,Passenger
,,,,10BA0006096,Passenger
,,,,10BA0006151,Passenger
,,,,10MU0006175,Driver
,,,,10MU0006175,Passenger
,,,,10AA0006146,Driver
,,,,10AA0006146,Driver
,,,,10AA0006146,Passenger
,,,,10AA0006146,Passenger
,,,,10BA0006106,Driver
,,,,10BA0006106,Driver
,,,,10BA0006106,Passenger
,,,,10BA0006106,Passenger
,,,,10BA0006106,Passenger
,,,,10BA0006106,Passenger
,,,,10BA0006106,Passenger
,,,,10BA0006173,Passenger
,,,,10BA0006140,Driver
,,,,10BA0006147,Pedestrian
,,,,10BA0395389,Driver
,,,,10BA0396309,Pedestrian
,,,,10AA0006134,Pedestrian
,,,,10AA0006211,Driver
,,,,10BA0006136,Driver
,,,,10BA0006136,Driver
,,,,10BA0006136,Driver
,,,,10BA0006358,Driver
,,,,10CA0006148,Passenger
,,,,10CA0006197,Pedestrian
,,,,10AA0006205,Driver
,,,,10AA0006210,Driver
,,,,10AA0006212,Driver
,,,,10CA0006157,Driver
,,,,10CA0006157,Driver
,,,,10CA0006167,Passenger
,,,,10CA0006167,Pedestrian
,,,,10CA0006192,Driver
,,,,10CA0006207,Driver
,,,,10CA0006257,Driver
,,,,10CA0006330,Passenger
,,,,10AA0006189,Passenger
,,,,10AA0006209,Pedestrian
,,,,10AA0006228,Driver
,,,,10BA0006188,Driver
,,,,10BA0006188,Driver
,,,,10MU0006185,Passenger
,,,,10MU0006185,Passenger
,,,,10MU0006185,Passenger
,,,,10MU0006185,Passenger
,,,,10AA0006221,Pedestrian
,,,,10AA0006238,Driver
,,,,10AA0006238,Driver
,,,,10BA0006239,Driver
,,,,10BA0006364,Driver
,,,,10CA0006413,Driver
,,,,10AA0006196,Driver
,,,,10AA0006196,Driver
,,,,10AA0006196,Passenger
,,,,10AA0006196,Passenger
,,,,10AA0006222,Driver
,,,,10AA0006237,Driver
,,,,10AA0006237,Driver
,,,,10AA0006237,Passenger
,,,,10BA0006243,Driver
,,,,10BA0006245,Driver
,,,,10BA0006249,Driver
,,,,10BA0006294,Driver
,,,,10BA0006294,Passenger
,,,,10BA0006294,Passenger
,,,,10BA0006294,Driver
,,,,10BA0006294,Passenger
,,,,10CA0006246,Pedestrian
,,,,10AA0006236,Passenger
,,,,10BA0006255,Driver
,,,,10CA0006220,Driver
,,,,10CA0006262,Pedestrian
,,,,10CA0006264,Driver
,,,,10MU0006277,Driver
,,,,10MU0006277,Passenger
,,,,10AA0006271,Driver
,,,,10AA0006272,Pedestrian
,,,,10AA0006275,Driver
,,,,10AA0006275,Driver
,,,,10AA0006283,Driver
,,,,10AA0006283,Passenger
,,,,10AA0006285,Driver
,,,,10BA0006266,Pedestrian
,,,,10BA0006266,Pedestrian
,,,,10AA0006276,Driver
,,,,10AA0006314,Driver
,,,,10BA0006970,Driver
,,,,10CA0006273,Driver
,,,,10CA0006278,Driver
,,,,10CA0006281,Pedestrian
,,,,10CA0006315,Pedestrian
,,,,10CA0006326,Pedestrian
,,,,10CA0006327,Pedestrian
,,,,10CA0006402,Driver
,,,,10AA0006349,Driver
,,,,10BA0006291,Driver
,,,,10AA0006319,Driver
,,,,10AA0006319,Driver
,,,,10AA0006319,Passenger
,,,,10AA0006319,Passenger
,,,,10AA0006323,Driver
,,,,10AA0006324,Driver
,,,,10AA0006324,Driver
,,,,10MU0006317,Driver
,,,,10MU0006320,Passenger
,,,,10MU0006320,Passenger
,,,,10MU0006322,Driver
,,,,10AA0006307,Driver
,,,,10BA0006309,Pedestrian
,,,,10BA0006335,Driver
,,,,10BA0006347,Driver
,,,,10CA0006325,Driver
,,,,10CA0006325,Passenger
,,,,10MU0006316,Driver
,,,,10AA0006329,Driver
,,,,10AA0006338,Passenger
,,,,10AA0006366,Passenger
,,,,10AA0006452,Driver
,,,,10BA0006346,Pedestrian
,,,,10BA0006554,Driver
,,,,10BA0006554,Passenger
,,,,10BA0006554,Passenger
,,,,10BA0006554,Passenger
,,,,10BA0006554,Passenger
,,,,10BA0006754,Driver
,,,,10AA0006385,Driver
,,,,10AA0006534,Driver
,,,,10BA0006334,Driver
,,,,10BA0006351,Driver
,,,,10BA0006352,Passenger
,,,,10MU0006629,Driver
,,,,10MU0006629,Passenger
,,,,10AA0006388,Driver
,,,,10BA0006369,Pedestrian
,,,,10CA0006365,Driver
,,,,10AA0006359,Pedestrian
,,,,10AA0006371,Passenger
,,,,10AA0006378,Driver
,,,,10AA0006379,Driver
,,,,10AA0006437,Driver
,,,,10AA0006436,Driver
,,,,10AA0006448,Driver
,,,,10AA0006517,Driver
,,,,10AA0006517,Passenger
,,,,10BA0006393,Passenger
,,,,10CA0006377,Pedestrian
,,,,10AA0006447,Driver
,,,,10CA0006401,Pedestrian
,,,,10CA0006450,Pedestrian
,,,,10CA0006408,Driver
,,,,10CA0006625,Pedestrian
,,,,10AA0006414,Driver
,,,,10AA0006416,Pedestrian
,,,,10AA0006416,Pedestrian
,,,,10AA0006418,Driver
,,,,10AA0006432,Driver
,,,,10BA0006417,Passenger
,,,,10BA0006417,Passenger
,,,,10BA0006427,Driver
,,,,10CA0006428,Passenger
,,,,10CA0006440,Driver
,,,,10AA0006484,Driver
,,,,10AA0006508,Pedestrian
,,,,10AA0006991,Driver
,,,,10CA0006487,Passenger
,,,,10CA0006487,Passenger
,,,,10MU0006456,Driver
,,,,10AA0006466,Driver
,,,,10AA0006472,Driver
,,,,10BA0006455,Driver
,,,,10BA0006516,Passenger
,,,,10BA0006516,Passenger
,,,,10BA0006568,Pedestrian
,,,,10BA0006611,Driver
,,,,10CA0006471,Driver
,,,,10CA0006488,Driver
,,,,10AA0006467,Driver
,,,,10AA0006467,Driver
,,,,10AA0006473,Driver
,,,,10BA0006513,Driver
,,,,10BA0006513,Driver
,,,,10BA0006513,Passenger
,,,,10BA0006513,Passenger
,,,,10BA0006513,Passenger
,,,,10BA0006725,Driver
,,,,10BA0006725,Passenger
,,,,10CA0006478,Passenger
,,,,10CA0006480,Pedestrian
,,,,10CA0006813,Driver
,,,,10AA0006521,Driver
,,,,10AA0006521,Driver
,,,,10BA0006515,Driver
,,,,10BA0006523,Driver
,,,,10BA0006523,Passenger
,,,,10BA0006523,Passenger
,,,,10BA0006523,Passenger
,,,,10BA0006523,Passenger
,,,,10BA0006523,Passenger
,,,,10BA0006551,Driver
,,,,10BA0006551,Driver
,,,,10BA0006551,Passenger
,,,,10CA0006481,Passenger
,,,,10CA0006489,Passenger
,,,,10CA0006530,Driver
