Category Of Works,Accident Ref No.,Sex of Casualty,Age of Casualty,Latitude,Longitude,ActivityStartDateTime,ActivityEndDateTime
,10AA0005400,Male,48,,,,
,10AA0005400,Male,36,,,,
,10AA0005400,Female,26,,,,
,10AA0005400,Male,28,,,,
,10BA0005398,Male,45,,,,
,10BA0005398,Male,42,,,,
,10BA0005398,Male,26,,,,
,10CA0005466,Male,27,,,,
,10MU0005450,Female,38,,,,
,10BA0005454,Female,28,,,,
,10BA0005456,Male,17,,,,
,10AA0005461,Male,47,,,,
,10BA0005452,Male,31,,,,
,10BA0005452,Female,25,,,,
,10BA0005462,Female,37,,,,
,10BA0005462,Male,6,,,,
,10BA0005470,Female,66,,,,
,10BA0005474,Female,23,,,,
,10BA0005474,Female,22,,,,
,10BA0005483,Male,39,,,,
,10BA0005515,Male,10,,,,
,10CA0005467,Male,49,,,,
,10CA0005467,Male,45,,,,
,10CA0005469,Female,7,,,,
,10CA0324134,Male,18,,,,
,10AA0005514,Male,53,,,,
,10BA0005489,Male,45,,,,
,10CA0005488,Male,41,,,,
,10CA0005490,Female,30,,,,
,10BA0005502,Male,21,,,,
,10BA0005758,Male,58,,,,
,10CA0005473,Female,26,,,,
,10CA0005481,Male,36,,,,
,10CA0005481,Male,84,,,,
,10CA0005503,Male,75,,,,
,10CA0005503,Female,70,,,,
,10CA0005503,Female,35,,,,
,10AA0005507,Male,38,,,,
,10BA0005521,Male,20,,,,
,10BA0005521,Female,39,,,,
,10BA0005521,Female,51,,,,
,10BA0006986,Male,19,,,,
,10BA0006986,Male,53,,,,
,10BA0006986,Female,6,,,,
,10CA0005648,Male,31,,,,
,10AA0005497,Male,21,,,,
,10AA0005497,Male,6,,,,
,10AA0005497,Female,18,,,,
,10AA0005504,Female,17,,,,
,10AA0005504,Female,30,,,,
,10AA0005504,Female,44,,,,
,10AA0005504,Male,32,,,,
,10AA0005504,Female,52,,,,
,10AA0005505,Female,25,,,,
,10BA0005535,Male,19,,,,
,10CA0005513,Male,38,,,,
,10CA0005513,Female,36,,,,
,10BA0005524,Male,34,,,,
,10CA0005522,Female,6,,,,
,10CA0005522,Male,11,,,,
,10CA0005522,Male,1,,,,
,10CA0005532,Male,18,,,,
,10CA0005532,Male,26,,,,
,10CA0005532,Male,33,,,,
,10CA0005532,Male,36,,,,
,10AA0005506,Female,67,,,,
,10AA0005520,Male,32,,,,
,10BA0005854,Male,17,,,,
,10CA0005523,Male,53,,,,
,10CA0005525,Male,36,,,,
,10CA0005525,Male,42,,,,
,10CA0005530,Male,64,,,,
,10CA0005530,Female,33,,,,
,10CA0005530,Female,64,,,,
,10CA0005530,Female,20,,,,
,10CA0005577,Female,51,,,,
,10CA0005577,Male,23,,,,
,10CA0005577,Female,16,,,,
,10BA0005613,Male,19,,,,
,10BA0005622,Female,54,,,,
,10BA0005622,Female,12,,,,
,10BA0005622,Male,25,,,,
,10BA0005622,Female,37,,,,
,10MU0333823,Female,20,,,,
,10AA0005560,Male,25,,,,
,10BA0005623,Male,51,,,,
,10CA0005561,Male,38,,,,
,10CA0005627,Female,37,,,,
,10CA0005627,Male,43,,,,
,10CA0005627,Male,21,,,,
,10CA0005627,Male,40,,,,
,10AA0005580,Male,50,,,,
,10BA0005612,Male,11,,,,
,10BA0005626,Male,28,,,,
,10BA0005626,Female,28,,,,
,10BA0006165,Female,62,,,,
,10CA0005582,Male,36,,,,
,10CA0005618,Male,24,,,,
,10CA0005618,Male,18,,,,
,10AA0005629,Female,52,,,,
,10BA0005624,Male,17,,,,
,10CA0005605,Male,77,,,,
,10BA0005609,Female,40,,,,
,10BA0005610,Male,39,,,,
,10BA0342064,Male,38,,,,
,10CA0005884,Male,31,,,,
,10CA0005884,Male,26,,,,
,10AA0005662,Male,58,,,,
,10BA0005625,Female,28,,,,
,10BA0005681,Female,80,,,,
,10CA0005659,Female,28,,,,
,10CA0005661,Male,25,,,,
,10BA0005656,Female,33,,,,
,10BA0005657,Male,31,,,,
,10BA0005686,Male,56,,,,
,10BA0005698,Male,11,,,,
,10BA0005862,Female,22,,,,
,10CA0005699,Male,36,,,,
,10AA0005729,Male,23,,,,
,10BA0005687,Female,16,,,,
,10BA0005771,Male,37,,,,
,10BA0005863,Male,21,,,,
,10CA0005673,Male,51,,,,
,10CA0005722,Male,14,,,,
,10CA0006070,Male,15,,,,
,10CA0006070,Male,37,,,,
,10AA0005683,Female,13,,,,
,10AA0005702,Female,21,,,,
,10AA0005702,Male,23,,,,
,10AA0005702,Female,42,,,,
,10BA0005765,Female,15,,,,
,10CA0005679,Male,19,,,,
,10MU0005677,Female,1,,,,
,10MU0005688,Male,34,,,,
,10MU0005692,Female,37,,,,
,10MU0005694,Female,50,,,,
,10MU0005694,Female,20,,,,
,10MU0005694,Male,12,,,,
,10AA0005684,Male,75,,,,
,10AA0005684,Female,72,,,,
,10AA0005701,Male,31,,,,
,10BA0005690,Male,44,,,,
,10BA0005690,Male,47,,,,
,10MU0005693,Female,19,,,,
,10BA0005695,Male,20,,,,
,10BA0005697,Male,60,,,,
,10BA0005745,Male,33,,,,
,10CA0005674,Female,18,,,,
,10CA0005674,Female,18,,,,
,10BA0005763,Male,46,,,,
,10BA0005773,Male,24,,,,
,10BA0005773,Male,24,,,,
,10BA0005782,Male,25,,,,
,10CA0005685,Male,16,,,,
,10MU0005742,Male,22,,,,
,10MU0005742,Male,23,,,,
,10AA0005734,Male,64,,,,
,10BA0005810,Female,4,,,,
,10CA0005720,Male,86,,,,
,10CA0005721,Male,40,,,,
,10CA0005755,Male,56,,,,
,10CA0005759,Male,24,,,,
,10CA0005759,Female,22,,,,
,10CA0006110,Male,41,,,,
,10CA0005756,Female,81,,,,
,10CA0005760,Male,20,,,,
,10CA0005783,Male,56,,,,
,10AA0005778,Female,22,,,,
,10AA0005790,Male,33,,,,
,10AA0005790,Female,42,,,,
,10BA0005757,Female,75,,,,
,10BA0005798,Female,58,,,,
,10BA0005798,Female,38,,,,
,10BA0005798,Male,36,,,,
,10AA0005808,Male,52,,,,
,10BA0005811,Male,23,,,,
,10CA0005797,Male,25,,,,
,10CA0005797,Female,22,,,,
,10CA0005799,Male,42,,,,
,10CA0005799,Female,41,,,,
,10CA0005817,Male,16,,,,
,10BA0006502,Female,75,,,,
,10AA0005779,Male,29,,,,
,10AA0005813,Male,22,,,,
,10AA0005824,Male,18,,,,
,10AA0005824,Male,20,,,,
,10BA0005807,Female,23,,,,
,10BA0005883,Male,38,,,,
,10AA0005846,Male,23,,,,
,10AA0005846,Female,22,,,,
,10AA0005846,Female,61,,,,
,10AA0006044,Female,20,,,,
,10BA0005819,Female,80,,,,
,10BA0005823,Male,30,,,,
,10BA0006469,Female,39,,,,
,10CA0005791,Male,18,,,,
,10CA0005793,Male,26,,,,
,10CA0005818,Female,16,,,,
,10AA0005812,Female,24,,,,
,10AA0005835,Male,59,,,,
,10AA0005840,Male,11,,,,
,10AA0005860,Female,26,,,,
,10AA0005860,Female,41,,,,
,10BA0005746,Male,21,,,,
,10BA0006258,Male,20,,,,
,10CA0005833,Female,44,,,,
,10MU0005857,Female,61,,,,
,10AA0005972,Male,30,,,,
,10BA0005858,Male,25,,,,
,10BA0005859,Male,47,,,,
,10BA0005875,Female,32,,,,
,10CA0005814,Male,45,,,,
,10CA0005814,Male,61,,,,
,10CA0005839,Male,30,,,,
,10CA0005864,Female,23,,,,
,10CA0005864,Female,20,,,,
,10CA0005864,Female,24,,,,
,10CA0005864,Female,26,,,,
,10MU0005848,Female,38,,,,
,10MU0005855,Female,84,,,,
,10MU0005855,Male,45,,,,
,10MU0005855,Female,82,,,,
,10MU0005856,Male,51,,,,
,10MU0005856,Female,58,,,,
,10MU0005856,Female,86,,,,
,10BA0005881,Male,38,,,,
,10BA0005976,Male,41,,,,
,10BA0005996,Female,18,,,,
,10BA0005996,Male,28,,,,
,10BA0005996,Female,30,,,,
,10MU0005915,Female,36,,,,
,10BA0005967,Female,9,,,,
,10CA0005879,Male,33,,,,
,10CA0005879,Female,56,,,,
,10CA0005879,Female,48,,,,
,10CA0005879,Female,10,,,,
,10CA0005879,Male,8,,,,
,10CA0005923,Male,50,,,,
,10AA0005865,Male,31,,,,
,10BA0005878,Female,32,,,,
,10BA0006002,Male,21,,,,
,10BA0006002,Male,50,,,,
,10CA0004102,Male,62,,,,
,10CA0005924,Female,43,,,,
,10CA0006063,Male,32,,,,
,10AA0005866,Male,21,,,,
,10AA0005897,Male,16,,,,
,10AA0006031,Male,79,,,,
,10AA0373132,Male,22,,,,
,10AA0373132,Male,36,,,,
,10BA0005920,Male,36,,,,
,10CA0005931,Male,41,,,,
,10CA0005947,Female,37,,,,
,10CA0005947,Male,43,,,,
,10AA0005929,Male,18,,,,
,10AA0005977,Male,45,,,,
,10AA0006030,Male,14,,,,
,10CA0005922,Male,46,,,,
,10CA0005944,Male,22,,,,
,10CA0005944,Male,77,,,,
,10CA0005968,Female,20,,,,
,10MU0006051,Male,47,,,,
,10MU0006051,Male,23,,,,
,10MU0006051,Female,44,,,,
,10MU0006051,Male,30,,,,
,10AA0005970,Male,38,,,,
,10AA0005995,Female,18,,,,
,10AA0005995,Male,19,,,,
,10CA0005945,Female,34,,,,
,10CA0006117,Female,55,,,,
,10AA0005978,Female,29,,,,
,10AA0005978,Female,16,,,,
,10AA0006091,Male,43,,,,
,10BA0005979,Male,47,,,,
,10BA0005979,Female,19,,,,
,10BA0005979,Female,19,,,,
,10BA0005979,Female,19,,,,
,10BA0006001,Female,47,,,,
,10BA0006001,Male,56,,,,
,10BA0006163,Male,11,,,,
,10CA0005943,Male,19,,,,
,10CA0005943,Male,45,,,,
,10CA0005943,Female,19,,,,
,10CA0005943,Male,56,,,,
,10CA0005997,Male,27,,,,
,10AA0005975,Male,39,,,,
,10BA0005999,Male,23,,,,
,10BA0006013,Male,43,,,,
,10BA0006130,Female,48,,,,
,10BA0006162,Male,14,,,,
,10BA0006172,Male,43,,,,
,10CA0006000,Male,33,,,,
,10CA0005994,Male,53,,,,
,10CA0006431,Female,34,,,,
,10CA0006431,Male,46,,,,
,10BA0005992,Male,25,,,,
,10BA0006032,Male,7,,,,
,10CA0006017,Male,32,,,,
,10CA0006017,Male,33,,,,
,10MU0006024,Male,47,,,,
,10MU0006024,Female,49,,,,
,10AA0006023,Female,49,,,,
,10AA0006023,Female,55,,,,
,10AA0006023,Female,37,,,,
,10AA0006023,Male,51,,,,
,10AA0006034,Male,11,,,,
,10AA0006034,Male,63,,,,
,10AA0006109,Female,45,,,,
,10AA0006109,Female,51,,,,
,10AA0006109,Female,15,,,,
,10AA0006109,Female,54,,,,
,10AA0006111,Male,27,,,,
,10AA0006180,Male,23,,,,
,10AA0006180,Male,20,,,,
,10AA0006180,Male,19,,,,
,10AA0006180,Male,20,,,,
,10BA0006029,Female,21,,,,
,10CA0006244,Male,37,,,,
,10CA0006244,Male,48,,,,
,10MU0006092,Male,37,,,,
,10AA0006036,Female,47,,,,
,10AA0006045,Female,24,,,,
,10AA0006045,Male,26,,,,
,10AA0006068,Female,26,,,,
,10AA0006177,Male,27,,,,
,10AA0006177,Female,39,,,,
,10BA0006065,Female,22,,,,
,10BA0006080,Female,22,,,,
,10BA0006120,Male,12,,,,
,10CA0006035,Male,18,,,,
,10CA0006047,Female,8,,,,
,10CA0006056,Female,26,,,,
,10CA0006181,Male,34,,,,
,10CA0006181,Female,78,,,,
,10CA0006181,Female,53,,,,
,10CA0006181,Male,30,,,,
,10CA0006181,Female,44,,,,
,10CA0006181,Female,71,,,,
,10CA0006181,Female,42,,,,
,10CA0006181,Female,62,,,,
,10CA0006181,Male,43,,,,
,10MU0006621,Male,44,,,,
,10MU0006621,Male,30,,,,
,10BA0006104,Female,32,,,,
,10BA0006104,Female,51,,,,
,10AA0006084,Male,42,,,,
,10AA0006107,Male,44,,,,
,10AA0006107,Female,15,,,,
,10AA0006107,Female,15,,,,
,10AA0006124,Male,46,,,,
,10BA0006141,Female,80,,,,
,10BA0006141,Male,52,,,,
,10BA0006141,Female,31,,,,
,10BA0006141,Male,45,,,,
,10CA0006081,Male,49,,,,
,10AA0006129,Female,83,,,,
,10AA0006174,Female,27,,,,
,10AA0006174,Female,17,,,,
,10AA0006438,Female,32,,,,
,10BA0006103,Male,28,,,,
,10CA0006115,Female,30,,,,
,10CA0006115,Male,49,,,,
,10CA0006169,Male,67,,,,
,10CA0006179,Female,25,,,,
,10CA0006179,Male,24,,,,
,10CA0006179,Male,22,,,,
,10AA0006113,Female,22,,,,
,10AA0006125,Male,74,,,,
,10AA0006125,Female,20,,,,
,10AA0006164,Female,9,,,,
,10BA0006075,Male,61,,,,
,10BA0006096,Male,15,,,,
,10BA0006151,Male,22,,,,
,10MU0006175,Female,53,,,,
,10MU0006175,Male,16,,,,
,10AA0006146,Female,49,,,,
,10AA0006146,Male,30,,,,
,10AA0006146,Female,18,,,,
,10AA0006146,Female,23,,,,
,10BA0006106,Male,21,,,,
,10BA0006106,Male,37,,,,
,10BA0006106,Female,23,,,,
,10BA0006106,Male,22,,,,
,10BA0006106,Male,21,,,,
,10BA0006106,Male,19,,,,
,10BA0006106,Male,24,,,,
,10BA0006173,Female,14,,,,
,10BA0006140,Female,15,,,,
,10BA0006147,Male,15,,,,
,10BA0395389,Female,89,,,,
,10BA0396309,Female,15,,,,
,10AA0006134,Female,13,,,,
,10AA0006211,Male,53,,,,
,10BA0006136,Female,40,,,,
,10BA0006136,Male,45,,,,
,10BA0006136,Female,38,,,,
,10BA0006358,Female,42,,,,
,10CA0006148,Male,52,,,,
,10CA0006197,Male,13,,,,
,10AA0006205,Male,31,,,,
,10AA0006210,Male,34,,,,
,10AA0006212,Male,44,,,,
,10CA0006157,Male,45,,,,
,10CA0006157,Male,28,,,,
,10CA0006167,Female,55,,,,
,10CA0006167,Male,26,,,,
,10CA0006192,Male,38,,,,
,10CA0006207,Male,37,,,,
,10CA0006257,Female,25,,,,
,10CA0006330,Female,46,,,,
,10AA0006189,Male,47,,,,
,10AA0006209,Male,18,,,,
,10AA0006228,Male,19,,,,
,10BA0006188,Male,19,,,,
,10BA0006188,Male,26,,,,
,10MU0006185,Female,27,,,,
,10MU0006185,Female,22,,,,
,10MU0006185,Female,22,,,,
,10MU0006185,Female,17,,,,
,10AA0006221,Female,30,,,,
,10AA0006238,Male,42,,,,
,10AA0006238,Female,31,,,,
,10BA0006239,Male,21,,,,
,10BA0006364,Male,11,,,,
,10CA0006413,Male,18,,,,
,10AA0006196,Male,52,,,,
,10AA0006196,Male,19,,,,
,10AA0006196,Female,47,,,,
,10AA0006196,Male,10,,,,
,10AA0006222,Male,43,,,,
,10AA0006237,Male,53,,,,
,10AA0006237,Male,51,,,,
,10AA0006237,Male,6,,,,
,10BA0006243,Male,44,,,,
,10BA0006245,Male,15,,,,
,10BA0006249,Male,44,,,,
,10BA0006294,Male,38,,,,
,10BA0006294,Male,38,,,,
,10BA0006294,Female,26,,,,
,10BA0006294,Male,31,,,,
,10BA0006294,Male,36,,,,
,10CA0006246,Female,5,,,,
,10AA0006236,Female,31,,,,
,10BA0006255,Male,52,,,,
,10CA0006220,Male,25,,,,
,10CA0006262,Female,6,,,,
,10CA0006264,Male,30,,,,
,10MU0006277,Female,42,,,,
,10MU0006277,Male,54,,,,
,10AA0006271,Male,59,,,,
,10AA0006272,Male,12,,,,
,10AA0006275,Female,42,,,,
,10AA0006275,Male,49,,,,
,10AA0006283,Male,26,,,,
,10AA0006283,Male,35,,,,
,10AA0006285,Female,25,,,,
,10BA0006266,Male,38,,,,
,10BA0006266,Female,3,,,,
,10AA0006276,Male,17,,,,
,10AA0006314,Male,44,,,,
,10BA0006970,Male,22,,,,
,10CA0006273,Male,28,,,,
,10CA0006278,Male,14,,,,
,10CA0006281,Female,10,,,,
,10CA0006315,Female,61,,,,
,10CA0006326,Male,19,,,,
,10CA0006327,Female,11,,,,
,10CA0006402,Male,51,,,,
,10AA0006349,Male,38,,,,
,10BA0006291,Female,36,,,,
,10AA0006319,Male,74,,,,
,10AA0006319,Male,58,,,,
,10AA0006319,Male,70,,,,
,10AA0006319,Male,58,,,,
,10AA0006323,Male,33,,,,
,10AA0006324,Female,33,,,,
,10AA0006324,Female,81,,,,
,10MU0006317,Female,30,,,,
,10MU0006320,Female,60,,,,
,10MU0006320,Male,29,,,,
,10MU0006322,Female,22,,,,
,10AA0006307,Male,21,,,,
,10BA0006309,Male,20,,,,
,10BA0006335,Male,11,,,,
,10BA0006347,Male,44,,,,
,10CA0006325,Male,86,,,,
,10CA0006325,Female,43,,,,
,10MU0006316,Male,24,,,,
,10AA0006329,Male,33,,,,
,10AA0006338,Female,17,,,,
,10AA0006366,Female,27,,,,
,10AA0006452,Female,34,,,,
,10BA0006346,Male,17,,,,
,10BA0006554,Male,42,,,,
,10BA0006554,Female,16,,,,
,10BA0006554,Male,14,,,,
,10BA0006554,Female,64,,,,
,10BA0006554,Male,71,,,,
,10BA0006754,Male,26,,,,
,10AA0006385,Male,22,,,,
,10AA0006534,Male,30,,,,
,10BA0006334,Male,76,,,,
,10BA0006351,Female,73,,,,
,10BA0006352,Female,75,,,,
,10MU0006629,Male,61,,,,
,10MU0006629,Female,57,,,,
,10AA0006388,Male,21,,,,
,10BA0006369,Female,51,,,,
,10CA0006365,Male,17,,,,
,10AA0006359,Male,13,,,,
,10AA0006371,Female,78,,,,
,10AA0006378,Male,16,,,,
,10AA0006379,Female,41,,,,
,10AA0006437,Female,46,,,,
,10AA0006436,Male,25,,,,
,10AA0006448,Male,40,,,,
,10AA0006517,Male,31,,,,
,10AA0006517,Female,25,,,,
,10BA0006393,Female,80,,,,
,10CA0006377,Male,19,,,,
,10AA0006447,Male,19,,,,
,10CA0006401,Male,30,,,,
,10CA0006450,Male,19,,,,
,10CA0006408,Male,77,,,,
,10CA0006625,Male,9,,,,
,10AA0006414,Male,51,,,,
,10AA0006416,Female,24,,,,
,10AA0006416,Male,23,,,,
,10AA0006418,Female,60,,,,
,10AA0006432,Male,22,,,,
,10BA0006417,Male,49,,,,
,10BA0006417,Male,44,,,,
,10BA0006427,Male,46,,,,
,10CA0006428,Female,37,,,,
,10CA0006440,Female,26,,,,
,10AA0006484,Male,28,,,,
,10AA0006508,Male,5,,,,
,10AA0006991,Male,41,,,,
,10CA0006487,Female,50,,,,
,10CA0006487,Female,26,,,,
,10MU0006456,Female,30,,,,
,10AA0006466,Male,50,,,,
,10AA0006472,Female,37,,,,
,10BA0006455,Male,31,,,,
,10BA0006516,Female,16,,,,
,10BA0006516,Female,16,,,,
,10BA0006568,Male,4,,,,
,10BA0006611,Female,46,,,,
,10CA0006471,Male,18,,,,
,10CA0006488,Female,47,,,,
,10AA0006467,Male,51,,,,
,10AA0006467,Female,51,,,,
,10AA0006473,Male,29,,,,
,10BA0006513,Female,20,,,,
,10BA0006513,Male,20,,,,
,10BA0006513,Female,16,,,,
,10BA0006513,Male,21,,,,
,10BA0006513,Female,17,,,,
,10BA0006725,Female,48,,,,
,10BA0006725,Male,49,,,,
,10CA0006478,Female,79,,,,
,10CA0006480,Male,6,,,,
,10CA0006813,Male,31,,,,
,10AA0006521,Male,24,,,,
,10AA0006521,Male,29,,,,
,10BA0006515,Male,54,,,,
,10BA0006523,Male,20,,,,
,10BA0006523,Male,26,,,,
,10BA0006523,Male,20,,,,
,10BA0006523,Female,17,,,,
,10BA0006523,Female,17,,,,
,10BA0006523,Male,28,,,,
,10BA0006551,Female,24,,,,
,10BA0006551,Male,83,,,,
,10BA0006551,Male,4,,,,
,10CA0006481,Male,19,,,,
,10CA0006489,Male,83,,,,
,10CA0006530,Male,48,,,,
,10CA0006553,Male,77,,,,
,10CA0006553,Male,49,,,,
,10CA0006553,Female,78,,,,
,10CA0006553,Female,37,,,,
,10CA0006566,Female,34,,,,
,10AA0006510,Female,26,,,,
,10AA0006524,Male,58,,,,
,10AA0006527,Female,52,,,,
,10AA0006528,Male,64,,,,
,10BA0006512,Male,56,,,,
,10BA0006529,Female,43,,,,
,10CA0006772,Male,43,,,,
,10AA0006537,Male,40,,,,
,10AA0006543,Male,21,,,,
,10BA0006520,Male,18,,,,
,10BA0006525,Male,46,,,,
,10BA0006525,Male,6,,,,
,10CA0006564,Female,71,,,,
,10CA0006564,Female,30,,,,
,10CA0006564,Female,69,,,,
,10CA0006565,Male,31,,,,
,10CA0006565,Female,54,,,,
,10AA0006567,Male,43,,,,
,10BA0006557,Female,18,,,,
,10BA0006558,Female,4,,,,
,10CA0006535,Male,27,,,,
,10BA0006555,Male,28,,,,
,10BA0006569,Female,15,,,,
,10BA0006610,Male,48,,,,
,10CA0006657,Female,44,,,,
,10CA0467680,Male,43,,,,
,10CA0467680,Male,12,,,,
,10AA0006574,Female,79,,,,
,10AA0006580,Female,46,,,,
,10AA0006580,Female,28,,,,
,10AA0006587,Female,12,,,,
,10AA0006597,Male,43,,,,
,10AA0006599,Female,64,,,,
,10BA0006633,Male,84,,,,
,10BA0006683,Female,41,,,,
,10BA0006683,Male,7,,,,
,10BA0006683,Male,3,,,,
,10CA0006581,Male,22,,,,
,10CA0006594,Female,11,,,,
,10AA0006588,Female,46,,,,
,10AA0006588,Male,30,,,,
,10AA0006591,Male,24,,,,
,10AA0006593,Male,25,,,,
,10AA0446785,Male,19,,,,
,10BA0006613,Female,25,,,,
,10BA0006613,Male,24,,,,
,10BA0006619,Male,39,,,,
,10BA0006619,Female,30,,,,
,10BA0006620,Female,11,,,,
,10BA0006641,Male,66,,,,
,10BA0006647,Male,44,,,,
,10BA0006647,Female,39,,,,
,10BA0006647,Male,17,,,,
,10BA0006684,Male,30,,,,
,10CA0006578,Female,43,,,,
,10CA0006583,Female,43,,,,
,10CA0006583,Female,19,,,,
,10CA0006608,Female,18,,,,
,10AA0006600,Male,79,,,,
,10AA0006612,Female,20,,,,
,10BA0006605,Male,20,,,,
,10BA0006605,Male,26,,,,
,10BA0006605,Male,23,,,,
,10BA0006895,Male,22,,,,
,10CA0006592,Female,24,,,,
,10CA0006623,Male,25,,,,
,10AA0006598,Male,13,,,,
,10BA0006614,Male,12,,,,
,10BA0006628,Male,85,,,,
,10BA0006628,Male,28,,,,
,10BA0006634,Male,34,,,,
,10BA0006634,Male,45,,,,
,10BA0006634,Male,40,,,,
,10BA0006635,Male,21,,,,
,10MU0006627,Female,35,,,,
,10AA0006579,Male,20,,,,
,10AA0006579,Male,22,,,,
,10AA0006579,Male,19,,,,
,10AA0006579,Male,21,,,,
,10BA0006639,Female,36,,,,
,10BA0006639,Male,7,,,,
,10BA0006697,Male,25,,,,
,10BA0006873,Female,22,,,,
,10CA0006604,Male,18,,,,
,10MU0006646,Male,40,,,,
,10MU0006651,Male,40,,,,
,10AA0452087,Male,23,,,,
,10AA0452223,Female,20,,,,
,10AA0452223,Male,44,,,,
,10AA0452229,Male,50,,,,
,10AA0452590,Female,53,,,,
,10BA0006632,Female,18,,,,
,10BA0006642,Male,46,,,,
,10BA0006642,Male,43,,,,
,10BA0006680,Male,24,,,,
,10CA0451879,Female,16,,,,
,10CA0452218,Male,50,,,,
,10AA0453772,Male,57,,,,
,10BA0006648,Male,19,,,,
,10BA0006659,Female,14,,,,
,10BA0006695,Male,32,,,,
,10CA0454126,Male,34,,,,
,10CA0454179,Female,23,,,,
,10CA0455480,Female,21,,,,
,10AA0455100,Female,38,,,,
,10AA0456208,Male,23,,,,
,10BA0006653,Male,19,,,,
,10BA0006654,Male,30,,,,
,10CA0454919,Female,30,,,,
,10CA0456410,Male,19,,,,
,10CA0456410,Female,29,,,,
,10CA0458730,Female,60,,,,
,10MU0006681,Male,25,,,,
,10AA0456912,Female,80,,,,
,10AA0457814,Female,39,,,,
,10AA0460820,Female,70,,,,
,10MU0006674,Female,44,,,,
,10AA0466695,Male,58,,,,
,10BA0006761,Male,23,,,,
,10CA0458597,Male,48,,,,
,10CA0500510,Male,27,,,,
,10MU0006691,Male,36,,,,
,10AA0461428,Male,34,,,,
,10AA0461902,Male,43,,,,
,10CA0460796,Female,45,,,,
,10CA0461279,Male,36,,,,
,10CA0470778,Male,24,,,,
,10AA0462531,Male,21,,,,
,10AA0464194,Male,16,,,,
,10CA0461633,Female,40,,,,
,10CA0461633,Female,50,,,,
,10CA0461896,Male,25,,,,
,10CA0462582,Male,20,,,,
,10MU0462339,Male,41,,,,
,10MU0462339,Female,40,,,,
,10AA0464801,Male,41,,,,
,10AA0467879,Female,19,,,,
,10AA0467879,Female,20,,,,
,10BA0006731,Male,36,,,,
,10BA0006731,Male,49,,,,
,10BA0006734,Female,89,,,,
,10CA0006705,Female,18,,,,
,10CA0006705,Male,18,,,,
,10CA0470810,Male,49,,,,
,10CA0471270,Male,59,,,,
,10CA0493705,Female,19,,,,
,10AA0466485,Male,55,,,,
,10AA0466757,Male,45,,,,
,10AA0466842,Male,35,,,,
,10BA0006727,Male,34,,,,
,10BA0006727,Male,31,,,,
,10CA0466552,Male,46,,,,
,10CA0466552,Male,44,,,,
,10CA0466552,Female,17,,,,
,10CA0466896,Male,32,,,,
,10CA0466896,Male,49,,,,
,10MU0006722,Male,61,,,,
,10MU0006722,Male,34,,,,
,10MU0006722,Female,24,,,,
,10AA0467110,Male,10,,,,
,10BA0006747,Male,86,,,,
,10BA0006759,Male,37,,,,
,10BA0006784,Male,69,,,,
,10BA0006987,Female,12,,,,
,10BA0006987,Female,11,,,,
,10BA0467013,Male,39,,,,
,10BA0467013,Male,10,,,,
,10BA0475621,Male,35,,,,
,10CA0468431,Male,13,,,,
,10CA0468431,Male,12,,,,
,10CA0469328,Male,62,,,,
,10AA0470357,Female,13,,,,
,10BA0006729,Female,28,,,,
,10BA0006730,Male,15,,,,
,10BA0006735,Female,33,,,,
,10BA0006767,Male,18,,,,
,10BA0006767,Male,31,,,,
,10BA0006782,Female,77,,,,
,10BA0006785,Female,43,,,,
,10CA0469639,Male,30,,,,
,10CA0471466,Male,43,,,,
,10AA0471613,Male,19,,,,
,10AA0472086,Female,4,,,,
,10AA0472154,Female,12,,,,
,10AA0476476,Male,23,,,,
,10AA0478014,Male,51,,,,
,10BA0006744,Male,35,,,,
,10BA0006768,Male,37,,,,
,10BA0006781,Male,43,,,,
,10BA0006781,Female,15,,,,
,10BA0006781,Male,12,,,,
,10BA0006781,Female,39,,,,
,10CA0472533,Male,52,,,,
,10MU0006753,Male,21,,,,
,10MU0006753,Female,48,,,,
,10MU0006753,Female,16,,,,
,10MU0006753,Female,10,,,,
,10MU0006753,Female,8,,,,
,10MU0006753,Female,80,,,,
,10MU0006760,Female,27,,,,
,10AA0523442,Female,30,,,,
,10BA0006779,Male,83,,,,
,10CA0473584,Female,88,,,,
,10CA0473584,Female,73,,,,
,10AA0475512,Male,21,,,,
,10AA0476709,Female,25,,,,
,10BA0006794,Male,21,,,,
,10CA0475732,Male,63,,,,
,10CA0476608,Male,67,,,,
,10CA0476608,Male,17,,,,
,10CA0478118,Male,24,,,,
,10CA0484061,Female,28,,,,
,10MU0006795,Male,64,,,,
,10MU0006795,Female,61,,,,
,10AA0477698,Female,42,,,,
,10BA0006790,Male,18,,,,
,10BA0006790,Male,17,,,,
,10BA0006790,Male,17,,,,
,10BA0006790,Male,20,,,,
,10BA0006791,Male,27,,,,
,10BA0006802,Female,57,,,,
,10BA0006802,Male,19,,,,
,10BA0006802,Male,20,,,,
,10CA0006814,Female,63,,,,
,10CA0477756,Female,25,,,,
,10CA0478680,Male,46,,,,
,10CA0479145,Male,32,,,,
,10CA0479145,Male,20,,,,
,10CA0479145,Male,19,,,,
,10AA0479282,Female,33,,,,
,10AA0480159,Female,29,,,,
,10AA0480159,Male,8,,,,
,10BA0006808,Male,29,,,,
,10BA0006808,Female,20,,,,
,10BA0006816,Female,20,,,,
,10BA0006816,Female,22,,,,
