FROM_DATE,TO_DATE,STREET_ADDRESS,Works Type,Category Of Works,Accident Ref No.,Casualty Severity
,,,,,10AA0004173,Slight
,,,,,10AA0004177,Slight
,,,,,10AA0004177,Slight
,,,,,10AA0004224,Slight
,,,,,10BA0004128,Slight
,,,,,10BA0004129,Slight
,,,,,10BA0004129,Slight
,,,,,10BA0004129,Slight
,,,,,10BA0004152,Slight
,,,,,10BA0004157,Slight
,,,,,10BA0004214,Slight
,,,,,10MU0004725,Slight
,,,,,10MU0004725,Slight
,,,,,10MU0004725,Slight
,,,,,10BA0004124,Slight
,,,,,10BA0004125,Slight
,,,,,10BA0004125,Slight
,,,,,10CA0004122,Slight
,,,,,10CA0004122,Slight
,,,,,10CA0004122,Slight
,,,,,10CA0004122,Slight
,,,,,10CA0004156,Slight
,,,,,10CA0004156,Serious
,,,,,10CA0004242,Slight
,,,,,10MU0004172,Slight
,,,,,10MU0004172,Slight
,,,,,10MU0004178,Slight
,,,,,10MU0004178,Slight
,,,,,10AA0004258,Slight
,,,,,10MU0004185,Slight
,,,,,10AA0004174,Slight
,,,,,10AA0004203,Serious
,,,,,10AA0004203,Serious
,,,,,10AA0004244,Slight
,,,,,10BA0004144,Slight
,,,,,10BA0004144,Slight
,,,,,10BA0004213,Slight
,,,,,10BA0004225,Slight
,,,,,10MU0004602,Slight
,,,,,10AA0004254,Slight
,,,,,10AA0004256,Slight
,,,,,10AA0004278,Slight
,,,,,10AA0004375,Slight
,,,,,10AA0004375,Slight
,,,,,10CA0004239,Slight
,,,,,10CA0004290,Slight
,,,,,10CA0004290,Slight
,,,,,10CA0004290,Slight
,,,,,10AA0004210,Slight
,,,,,10AA0004243,Slight
,,,,,10AA0004243,Slight
,,,,,10AA0004243,Slight
,,,,,10AA0004243,Slight
,,,,,10BA0004217,Slight
,,,,,10BA0004341,Slight
,,,,,10BA0004373,Slight
,,,,,10CA0004263,Serious
,,,,,10CA0004279,Slight
,,,,,10CA0004279,Slight
,,,,,10CA0004279,Slight
,,,,,10AA0005475,Slight
,,,,,10BA0004339,Slight
,,,,,10BA0004365,Slight
,,,,,10BA0004371,Slight
,,,,,10BA0004371,Slight
,,,,,10BA0004371,Slight
,,,,,10CA0004317,Serious
,,,,,10CA0004388,Slight
,,,,,10BA0241025,Fatal
,,,,,10CA0004260,Slight
,,,,,10CA0004285,Slight
,,,,,10MU0004310,Slight
,,,,,10MU0004310,Slight
,,,,,10MU0004323,Slight
,,,,,10MU0004418,Slight
,,,,,10AA0004343,Slight
,,,,,10AA0004364,Slight
,,,,,10AA0004382,Slight
,,,,,10AA0004382,Slight
,,,,,10CA0004270,Serious
,,,,,10CA0004301,Slight
,,,,,10AA0004374,Serious
,,,,,10AA0004424,Slight
,,,,,10AA0004443,Slight
,,,,,10AA0004443,Slight
,,,,,10BA0004503,Serious
,,,,,10BA0004503,Serious
,,,,,10CA0004331,Slight
,,,,,10CA0004447,Slight
,,,,,10AA0004344,Serious
,,,,,10BA0004410,Slight
,,,,,10BA0006990,Slight
,,,,,10AA0004423,Slight
,,,,,10AA0004423,Slight
,,,,,10AA0004423,Slight
,,,,,10AA0004423,Slight
,,,,,10AA0004446,Slight
,,,,,10AA0004446,Slight
,,,,,10AA0004521,Slight
,,,,,10BA0004392,Slight
,,,,,10BA0004396,Slight
,,,,,10BA0004396,Slight
,,,,,10BA0004409,Slight
,,,,,10BA0004415,Serious
,,,,,10CA0004353,Slight
,,,,,10CA0004381,Slight
,,,,,10CA0004391,Slight
,,,,,10CA0004504,Slight
,,,,,10CA0004504,Slight
,,,,,10AA0004438,Slight
,,,,,10AA0004945,Slight
,,,,,10BA0004416,Slight
,,,,,10BA0004489,Slight
,,,,,10CA0004485,Slight
,,,,,10CA0004496,Slight
,,,,,10CA0004507,Slight
,,,,,10CA0004507,Slight
,,,,,10BA0004478,Slight
,,,,,10BA0004493,Slight
,,,,,10BA0004499,Slight
,,,,,10BA0004499,Slight
,,,,,10BA0004951,Slight
,,,,,10BA0004951,Slight
,,,,,10BA0006989,Slight
,,,,,10BA0006989,Slight
,,,,,10CA0004487,Slight
,,,,,10CA0004487,Slight
,,,,,10MU0004501,Slight
,,,,,10MU0004502,Slight
,,,,,10AA0004482,Slight
,,,,,10BA0004465,Slight
,,,,,10BA0004465,Slight
,,,,,10BA0006540,Serious
,,,,,10BA0006540,Slight
,,,,,10AA0004454,Slight
,,,,,10AA0004454,Slight
,,,,,10AA0004468,Slight
,,,,,10AA0004468,Slight
,,,,,10AA0004582,Slight
,,,,,10MU0004529,Slight
,,,,,10AA0004527,Serious
,,,,,10AA0004527,Serious
,,,,,10AA0004527,Serious
,,,,,10AA0004547,Slight
,,,,,10AA0004557,Slight
,,,,,10BA0004575,Slight
,,,,,10BA0004575,Slight
,,,,,10BA0004575,Slight
,,,,,10BA0004594,Serious
,,,,,10CA0004567,Slight
,,,,,10MU0004600,Slight
,,,,,10MU0004600,Slight
,,,,,10BA0004578,Serious
,,,,,10BA0004578,Slight
,,,,,10BA0004586,Slight
,,,,,10BA0004638,Slight
,,,,,10BA0004729,Slight
,,,,,10CA0004616,Serious
,,,,,10MU0004645,Slight
,,,,,10AA0004579,Slight
,,,,,10AA0004584,Slight
,,,,,10AA0004972,Slight
,,,,,10AA0004972,Serious
,,,,,10AA0004972,Slight
,,,,,10BA0004593,Slight
,,,,,10CA0004581,Slight
,,,,,10CA0004589,Slight
,,,,,10CA0004607,Serious
,,,,,10CA0004756,Slight
,,,,,10MU0004723,Slight
,,,,,10MU0004723,Slight
,,,,,10MU0004723,Slight
,,,,,10MU0004723,Slight
,,,,,10MU0004723,Serious
,,,,,10MU0004723,Serious
,,,,,10AA0004642,Slight
,,,,,10AA0004662,Slight
,,,,,10BA0004630,Serious
,,,,,10BA0004693,Slight
,,,,,10BA0004937,Slight
,,,,,10MU0004644,Slight
,,,,,10AA0004920,Slight
,,,,,10MU0004643,Slight
,,,,,10MU0004643,Serious
,,,,,10AA0004691,Slight
,,,,,10BA0004715,Slight
,,,,,10CA0004637,Serious
,,,,,10CA0004637,Serious
,,,,,10MU0004779,Slight
,,,,,10AA0004722,Slight
,,,,,10AA0004722,Slight
,,,,,10BA0004726,Slight
,,,,,10CA0004701,Slight
,,,,,10CA0004794,Slight
,,,,,10CA0004794,Slight
,,,,,10CA0004796,Slight
,,,,,10MU0004732,Slight
,,,,,10AA0004752,Slight
,,,,,10BA0004751,Slight
,,,,,10CA0004758,Serious
,,,,,10CA0004770,Slight
,,,,,10CA0004884,Slight
,,,,,10CA0004884,Slight
,,,,,10AA0004780,Serious
,,,,,10BA0004748,Slight
,,,,,10BA0004839,Slight
,,,,,10BA0004841,Slight
,,,,,10BA0004847,Serious
,,,,,10BA0004847,Slight
,,,,,10BA0004903,Slight
,,,,,10BA0004903,Slight
,,,,,10CA0004999,Slight
,,,,,10AA0004785,Slight
,,,,,10BA0004803,Slight
,,,,,10MU0004797,Slight
,,,,,10AA0005075,Slight
,,,,,10BA0004804,Slight
,,,,,10BA0004804,Slight
,,,,,10CA0004806,Slight
,,,,,10CA0004882,Slight
,,,,,10CA0004882,Slight
,,,,,10CA0004882,Slight
,,,,,10CA0004882,Slight
,,,,,10AA0004802,Slight
,,,,,10AA0004928,Slight
,,,,,10AA0004928,Slight
,,,,,10AA0004928,Slight
,,,,,10AA0004928,Slight
,,,,,10AA0004934,Slight
,,,,,10CA0004915,Slight
,,,,,10CA0004915,Slight
,,,,,10AA0004935,Slight
,,,,,10AA0004935,Slight
,,,,,10AA0004831,Slight
,,,,,10AA0004831,Serious
,,,,,10AA0004831,Slight
,,,,,10AA0004831,Slight
,,,,,10AA0004890,Slight
,,,,,10BA0004881,Slight
,,,,,10BA0004896,Slight
,,,,,10BA0004897,Slight
,,,,,10BA0004897,Slight
,,,,,10BA0004901,Slight
,,,,,10BA0004902,Slight
,,,,,10BA0004902,Slight
,,,,,10BA0004902,Slight
,,,,,10BA0004904,Slight
,,,,,10BA0004910,Slight
,,,,,10CA0004888,Slight
,,,,,10AA0004938,Slight
,,,,,10AA0278852,Fatal
,,,,,10MU0005013,Slight
,,,,,10MU0005013,Slight
,,,,,10AA0004964,Serious
,,,,,10BA0004965,Slight
,,,,,10BA0004965,Slight
,,,,,10BA0004968,Slight
,,,,,10AA0005063,Slight
,,,,,10CA0005036,Serious
,,,,,10CA0005036,Slight
,,,,,10CA0005036,Slight
,,,,,10CA0005036,Slight
,,,,,10MU0005011,Slight
,,,,,10MU0005011,Slight
,,,,,10MU0005011,Slight
,,,,,10MU0005033,Slight
,,,,,10MU0005037,Slight
,,,,,10MU0005037,Slight
,,,,,10AA0004958,Slight
,,,,,10AA0004963,Slight
,,,,,10AA0004963,Slight
,,,,,10AA0004963,Slight
,,,,,10AA0004971,Slight
,,,,,10AA0004971,Slight
,,,,,10AA0004971,Slight
,,,,,10AA0005101,Serious
,,,,,10BA0005146,Slight
,,,,,10BA0005146,Slight
,,,,,10CA0004997,Slight
,,,,,10CA0005014,Slight
,,,,,10CA0005658,Slight
,,,,,10AA0005118,Slight
,,,,,10BA0005008,Slight
,,,,,10BA0005038,Serious
,,,,,10BA0005157,Slight
,,,,,10MU0005057,Slight
,,,,,10MU0005060,Slight
,,,,,10MU0005060,Slight
,,,,,10AA0005070,Slight
,,,,,10AA0005070,Slight
,,,,,10AA0005110,Slight
,,,,,10BA0005006,Slight
,,,,,10BA0005028,Slight
,,,,,10BA0005039,Slight
,,,,,10BA0005064,Slight
,,,,,10BA0005073,Slight
,,,,,10BA0005076,Slight
,,,,,10CA0006321,Slight
,,,,,10CA0006321,Slight
,,,,,10MU0005058,Slight
,,,,,10AA0005049,Slight
,,,,,10AA0005052,Slight
,,,,,10AA0005062,Slight
,,,,,10AA0005355,Serious
,,,,,10BA0005068,Slight
,,,,,10BA0005068,Slight
,,,,,10BA0005068,Slight
,,,,,10BA0005068,Slight
,,,,,10CA0005085,Slight
,,,,,10MU0005111,Slight
,,,,,10CA0005087,Serious
,,,,,10CA0005093,Slight
,,,,,10CA0005189,Slight
,,,,,10MU0005109,Slight
,,,,,10MU0005109,Slight
,,,,,10AA0005133,Slight
,,,,,10AA0005144,Slight
,,,,,10AA0005156,Serious
,,,,,10AA0005156,Slight
,,,,,10BA0005168,Slight
,,,,,10CA0005143,Slight
,,,,,10CA0005145,Slight
,,,,,10MU0005154,Slight
,,,,,10MU0005154,Slight
,,,,,10AA0005120,Slight
,,,,,10AA0005155,Slight
,,,,,10AA0005155,Slight
,,,,,10AA0005155,Slight
,,,,,10BA0005845,Slight
,,,,,10BA0005845,Slight
,,,,,10BA0005845,Slight
,,,,,10BA0005845,Slight
,,,,,10AA0005126,Slight
,,,,,10AA0005137,Slight
,,,,,10BA0005177,Serious
,,,,,10BA0005187,Slight
,,,,,10BA0005187,Slight
,,,,,10CA0005131,Slight
,,,,,10AA0005326,Serious
,,,,,10BA0005169,Slight
,,,,,10BA0005169,Slight
,,,,,10BA0005169,Slight
,,,,,10CA0005172,Slight
,,,,,10CA0005172,Slight
,,,,,10CA0005206,Serious
,,,,,10AA0005207,Slight
,,,,,10AA0005218,Slight
,,,,,10AA0005218,Slight
,,,,,10AA0005243,Slight
,,,,,10AA0005243,Slight
,,,,,10BA0005236,Slight
,,,,,10MU0005205,Slight
,,,,,10AA0005213,Slight
,,,,,10AA0005216,Slight
,,,,,10AA0005220,Slight
,,,,,10AA0005220,Slight
,,,,,10AA0005222,Slight
,,,,,10AA0005222,Slight
,,,,,10BA0005233,Slight
,,,,,10BA0005233,Slight
,,,,,10BA0005233,Slight
,,,,,10BA0005244,Slight
,,,,,10BA0005258,Slight
,,,,,10BA0005364,Slight
,,,,,10CA0005214,Slight
,,,,,10CA0005276,Serious
,,,,,10AA0005242,Slight
,,,,,10AA0005261,Slight
,,,,,10AA0005261,Slight
,,,,,10BA0005264,Slight
,,,,,10CA0005234,Slight
,,,,,10MU0005328,Slight
,,,,,10AA0005277,Slight
,,,,,10AA0005320,Serious
,,,,,10AA0005343,Serious
,,,,,10BA0005287,Slight
,,,,,10BA0005287,Slight
,,,,,10CA0005245,Slight
,,,,,10CA0005283,Slight
,,,,,10BA0005294,Slight
,,,,,10BA0005295,Slight
,,,,,10BA0005322,Serious
,,,,,10CA0005340,Slight
,,,,,10AA0005300,Slight
,,,,,10AA0005700,Serious
,,,,,10BA0005298,Slight
,,,,,10BA0005301,Slight
,,,,,10BA0005310,Slight
,,,,,10MU0005302,Serious
,,,,,10MU0005317,Serious
,,,,,10MU0005317,Serious
,,,,,10MU0005317,Slight
,,,,,10MU0005317,Serious
,,,,,10MU0005317,Serious
,,,,,10MU0005317,Slight
,,,,,10MU0005317,Slight
,,,,,10MU0005317,Slight
,,,,,10MU0005317,Serious
,,,,,10MU0005317,Serious
,,,,,10MU0005317,Slight
,,,,,10MU0005317,Slight
,,,,,10MU0005347,Serious
,,,,,10MU0005347,Slight
,,,,,10AA0005496,Slight
,,,,,10AA0005496,Slight
,,,,,10BA0005357,Slight
,,,,,10CA0005338,Serious
,,,,,10CA0006094,Slight
,,,,,10MU0005330,Slight
,,,,,10BA0005617,Slight
,,,,,10BA0005617,Slight
,,,,,10CA0005384,Serious
,,,,,10MU0005361,Slight
,,,,,10MU0005361,Slight
,,,,,10AA0005362,Slight
,,,,,10AA0005362,Slight
,,,,,10AA0005367,Serious
,,,,,10AA0005460,Slight
,,,,,10BA0005359,Slight
,,,,,10BA0005375,Serious
,,,,,10BA0005425,Slight
,,,,,10CA0005374,Slight
,,,,,10CA0005379,Serious
,,,,,10CA0005381,Serious
,,,,,10MU0005438,Slight
,,,,,10MU0005438,Slight
,,,,,10AA0005393,Slight
,,,,,10AA0005393,Slight
,,,,,10AA0005393,Slight
,,,,,10AA0005393,Slight
,,,,,10AA0005393,Slight
,,,,,10BA0005378,Slight
,,,,,10BA0005409,Slight
,,,,,10BA0005428,Slight
,,,,,10BA0005465,Slight
,,,,,10MU0005423,Slight
,,,,,10BA0005407,Slight
,,,,,10BA0005418,Slight
,,,,,10BA0005418,Slight
,,,,,10CA0005471,Slight
,,,,,10CA0005471,Slight
,,,,,10MU0005406,Slight
,,,,,10AA0005390,Slight
,,,,,10AA0005422,Slight
,,,,,10AA0005422,Slight
,,,,,10AA0005422,Slight
,,,,,10AA0005422,Slight
,,,,,10BA0005402,Serious
,,,,,10BA0005402,Slight
,,,,,10BA0005402,Slight
,,,,,10BA0005402,Slight
,,,,,10BA0005402,Slight
,,,,,10BA0005402,Slight
,,,,,10BA0005402,Slight
,,,,,10BA0005402,Slight
,,,,,10BA0005402,Slight
,,,,,10BA0005402,Slight
,,,,,10BA0005402,Slight
,,,,,10BA0005424,Slight
,,,,,10CA0005447,Slight
,,,,,10MU0005429,Slight
,,,,,10AA0005400,Slight
,,,,,10AA0005400,Slight
,,,,,10AA0005400,Slight
,,,,,10AA0005400,Slight
,,,,,10BA0005398,Slight
,,,,,10BA0005398,Slight
,,,,,10BA0005398,Slight
,,,,,10CA0005466,Slight
,,,,,10MU0005450,Slight
,,,,,10BA0005454,Slight
,,,,,10BA0005456,Slight
,,,,,10AA0005461,Slight
,,,,,10BA0005452,Slight
,,,,,10BA0005452,Slight
,,,,,10BA0005462,Slight
,,,,,10BA0005462,Slight
,,,,,10BA0005470,Slight
,,,,,10BA0005474,Slight
,,,,,10BA0005474,Slight
,,,,,10BA0005483,Slight
,,,,,10BA0005515,Slight
,,,,,10CA0005467,Slight
,,,,,10CA0005467,Serious
,,,,,10CA0005469,Slight
,,,,,10CA0324134,Fatal
,,,,,10AA0005514,Slight
,,,,,10BA0005489,Slight
,,,,,10CA0005488,Serious
,,,,,10CA0005490,Slight
,,,,,10BA0005502,Slight
,,,,,10BA0005758,Slight
,,,,,10CA0005473,Slight
,,,,,10CA0005481,Slight
,,,,,10CA0005481,Serious
,,,,,10CA0005503,Slight
,,,,,10CA0005503,Slight
,,,,,10CA0005503,Slight
,,,,,10AA0005507,Slight
,,,,,10BA0005521,Slight
,,,,,10BA0005521,Slight
,,,,,10BA0005521,Slight
,,,,,10BA0006986,Slight
,,,,,10BA0006986,Slight
,,,,,10BA0006986,Slight
,,,,,10CA0005648,Slight
,,,,,10AA0005497,Slight
,,,,,10AA0005497,Slight
,,,,,10AA0005497,Slight
,,,,,10AA0005504,Slight
,,,,,10AA0005504,Slight
,,,,,10AA0005504,Slight
,,,,,10AA0005504,Slight
,,,,,10AA0005504,Slight
,,,,,10AA0005505,Slight
,,,,,10BA0005535,Slight
,,,,,10CA0005513,Slight
,,,,,10CA0005513,Slight
,,,,,10BA0005524,Slight
,,,,,10CA0005522,Slight
,,,,,10CA0005522,Slight
,,,,,10CA0005522,Slight
,,,,,10CA0005532,Slight
,,,,,10CA0005532,Slight
,,,,,10CA0005532,Slight
,,,,,10CA0005532,Slight
,,,,,10AA0005506,Slight
,,,,,10AA0005520,Slight
,,,,,10BA0005854,Slight
,,,,,10CA0005523,Slight
,,,,,10CA0005525,Slight
,,,,,10CA0005525,Slight
,,,,,10CA0005530,Slight
,,,,,10CA0005530,Slight
,,,,,10CA0005530,Slight
,,,,,10CA0005530,Slight
,,,,,10CA0005577,Slight
,,,,,10CA0005577,Serious
,,,,,10CA0005577,Slight
,,,,,10BA0005613,Slight
,,,,,10BA0005622,Slight
,,,,,10BA0005622,Slight
,,,,,10BA0005622,Slight
,,,,,10BA0005622,Slight
,,,,,10MU0333823,Fatal
,,,,,10AA0005560,Slight
,,,,,10BA0005623,Slight
,,,,,10CA0005561,Serious
,,,,,10CA0005627,Serious
,,,,,10CA0005627,Slight
,,,,,10CA0005627,Slight
,,,,,10CA0005627,Slight
,,,,,10AA0005580,Slight
,,,,,10BA0005612,Slight
,,,,,10BA0005626,Slight
,,,,,10BA0005626,Slight
,,,,,10BA0006165,Serious
,,,,,10CA0005582,Serious
,,,,,10CA0005618,Slight
,,,,,10CA0005618,Slight
,,,,,10AA0005629,Slight
,,,,,10BA0005624,Slight
,,,,,10CA0005605,Slight
,,,,,10BA0005609,Slight
,,,,,10BA0005610,Slight
,,,,,10BA0342064,Fatal
,,,,,10CA0005884,Slight
,,,,,10CA0005884,Serious
,,,,,10AA0005662,Slight
,,,,,10BA0005625,Slight
,,,,,10BA0005681,Serious
,,,,,10CA0005659,Slight
,,,,,10CA0005661,Slight
,,,,,10BA0005656,Slight
,,,,,10BA0005657,Slight
,,,,,10BA0005686,Serious
,,,,,10BA0005698,Slight
,,,,,10BA0005862,Slight
,,,,,10CA0005699,Serious
,,,,,10AA0005729,Slight
,,,,,10BA0005687,Slight
,,,,,10BA0005771,Slight
,,,,,10BA0005863,Slight
,,,,,10CA0005673,Slight
,,,,,10CA0005722,Slight
,,,,,10CA0006070,Serious
,,,,,10CA0006070,Slight
,,,,,10AA0005683,Slight
,,,,,10AA0005702,Slight
,,,,,10AA0005702,Slight
,,,,,10AA0005702,Slight
,,,,,10BA0005765,Slight
,,,,,10CA0005679,Serious
,,,,,10MU0005677,Slight
,,,,,10MU0005688,Slight
,,,,,10MU0005692,Slight
,,,,,10MU0005694,Slight
,,,,,10MU0005694,Slight
,,,,,10MU0005694,Slight
,,,,,10AA0005684,Slight
,,,,,10AA0005684,Slight
,,,,,10AA0005701,Serious
,,,,,10BA0005690,Slight
,,,,,10BA0005690,Slight
,,,,,10MU0005693,Slight
,,,,,10BA0005695,Slight
,,,,,10BA0005697,Slight
,,,,,10BA0005745,Slight
,,,,,10CA0005674,Serious
,,,,,10CA0005674,Serious
,,,,,10BA0005763,Slight
,,,,,10BA0005773,Slight
,,,,,10BA0005773,Slight
,,,,,10BA0005782,Slight
,,,,,10CA0005685,Slight
,,,,,10MU0005742,Slight
,,,,,10MU0005742,Slight
,,,,,10AA0005734,Slight
,,,,,10BA0005810,Slight
,,,,,10CA0005720,Slight
,,,,,10CA0005721,Slight
,,,,,10CA0005755,Serious
,,,,,10CA0005759,Slight
,,,,,10CA0005759,Slight
,,,,,10CA0006110,Slight
,,,,,10CA0005756,Slight
,,,,,10CA0005760,Slight
,,,,,10CA0005783,Slight
,,,,,10AA0005778,Slight
,,,,,10AA0005790,Slight
,,,,,10AA0005790,Slight
,,,,,10BA0005757,Slight
,,,,,10BA0005798,Slight
,,,,,10BA0005798,Slight
,,,,,10BA0005798,Slight
,,,,,10AA0005808,Slight
,,,,,10BA0005811,Slight
,,,,,10CA0005797,Slight
,,,,,10CA0005797,Serious
,,,,,10CA0005799,Slight
,,,,,10CA0005799,Slight
,,,,,10CA0005817,Slight
,,,,,10BA0006502,Slight
,,,,,10AA0005779,Slight
,,,,,10AA0005813,Slight
,,,,,10AA0005824,Slight
,,,,,10AA0005824,Slight
,,,,,10BA0005807,Slight
,,,,,10BA0005883,Serious
,,,,,10AA0005846,Slight
,,,,,10AA0005846,Serious
,,,,,10AA0005846,Slight
,,,,,10AA0006044,Slight
,,,,,10BA0005819,Slight
,,,,,10BA0005823,Slight
,,,,,10BA0006469,Slight
,,,,,10CA0005791,Slight
,,,,,10CA0005793,Slight
,,,,,10CA0005818,Slight
,,,,,10AA0005812,Slight
,,,,,10AA0005835,Slight
,,,,,10AA0005840,Slight
,,,,,10AA0005860,Slight
,,,,,10AA0005860,Slight
,,,,,10BA0005746,Serious
,,,,,10BA0006258,Serious
,,,,,10CA0005833,Slight
,,,,,10MU0005857,Slight
,,,,,10AA0005972,Slight
,,,,,10BA0005858,Slight
,,,,,10BA0005859,Serious
,,,,,10BA0005875,Slight
,,,,,10CA0005814,Slight
,,,,,10CA0005814,Slight
,,,,,10CA0005839,Slight
,,,,,10CA0005864,Slight
,,,,,10CA0005864,Slight
,,,,,10CA0005864,Slight
,,,,,10CA0005864,Slight
,,,,,10MU0005848,Slight
,,,,,10MU0005855,Slight
,,,,,10MU0005855,Slight
,,,,,10MU0005855,Slight
,,,,,10MU0005856,Slight
,,,,,10MU0005856,Slight
,,,,,10MU0005856,Serious
,,,,,10BA0005881,Slight
,,,,,10BA0005976,Slight
,,,,,10BA0005996,Slight
,,,,,10BA0005996,Slight
,,,,,10BA0005996,Slight
,,,,,10MU0005915,Slight
,,,,,10BA0005967,Slight
,,,,,10CA0005879,Slight
,,,,,10CA0005879,Slight
,,,,,10CA0005879,Slight
,,,,,10CA0005879,Slight
,,,,,10CA0005879,Slight
,,,,,10CA0005923,Serious
,,,,,10AA0005865,Slight
,,,,,10BA0005878,Slight
,,,,,10BA0006002,Slight
,,,,,10BA0006002,Slight
,,,,,10CA0004102,Slight
,,,,,10CA0005924,Slight
,,,,,10CA0006063,Slight
,,,,,10AA0005866,Slight
,,,,,10AA0005897,Slight
,,,,,10AA0006031,Slight
,,,,,10AA0373132,Serious
,,,,,10AA0373132,Slight
,,,,,10BA0005920,Slight
,,,,,10CA0005931,Slight
,,,,,10CA0005947,Slight
,,,,,10CA0005947,Slight
,,,,,10AA0005929,Slight
,,,,,10AA0005977,Slight
,,,,,10AA0006030,Slight
,,,,,10CA0005922,Slight
,,,,,10CA0005944,Slight
,,,,,10CA0005944,Slight
,,,,,10CA0005968,Slight
,,,,,10MU0006051,Slight
,,,,,10MU0006051,Slight
,,,,,10MU0006051,Slight
,,,,,10MU0006051,Slight
,,,,,10AA0005970,Serious
,,,,,10AA0005995,Slight
,,,,,10AA0005995,Slight
,,,,,10CA0005945,Serious
,,,,,10CA0006117,Slight
,,,,,10AA0005978,Slight
,,,,,10AA0005978,Slight
,,,,,10AA0006091,Serious
,,,,,10BA0005979,Slight
,,,,,10BA0005979,Slight
,,,,,10BA0005979,Slight
,,,,,10BA0005979,Slight
,,,,,10BA0006001,Serious
,,,,,10BA0006001,Slight
,,,,,10BA0006163,Serious
,,,,,10CA0005943,Slight
,,,,,10CA0005943,Slight
,,,,,10CA0005943,Slight
,,,,,10CA0005943,Slight
,,,,,10CA0005997,Slight
,,,,,10AA0005975,Slight
,,,,,10BA0005999,Serious
,,,,,10BA0006013,Serious
,,,,,10BA0006130,Slight
,,,,,10BA0006162,Slight
,,,,,10BA0006172,Slight
,,,,,10CA0006000,Slight
,,,,,10CA0005994,Slight
,,,,,10CA0006431,Slight
,,,,,10CA0006431,Slight
,,,,,10BA0005992,Serious
,,,,,10BA0006032,Slight
,,,,,10CA0006017,Slight
,,,,,10CA0006017,Slight
,,,,,10MU0006024,Serious
,,,,,10MU0006024,Serious
,,,,,10AA0006023,Slight
,,,,,10AA0006023,Slight
,,,,,10AA0006023,Slight
,,,,,10AA0006023,Slight
,,,,,10AA0006034,Slight
,,,,,10AA0006034,Slight
,,,,,10AA0006109,Slight
,,,,,10AA0006109,Slight
,,,,,10AA0006109,Slight
,,,,,10AA0006109,Slight
,,,,,10AA0006111,Slight
,,,,,10AA0006180,Slight
,,,,,10AA0006180,Serious
,,,,,10AA0006180,Slight
,,,,,10AA0006180,Slight
,,,,,10BA0006029,Slight
,,,,,10CA0006244,Slight
,,,,,10CA0006244,Slight
,,,,,10MU0006092,Slight
,,,,,10AA0006036,Slight
,,,,,10AA0006045,Slight
,,,,,10AA0006045,Slight
,,,,,10AA0006068,Slight
,,,,,10AA0006177,Slight
,,,,,10AA0006177,Slight
,,,,,10BA0006065,Slight
,,,,,10BA0006080,Slight
,,,,,10BA0006120,Slight
,,,,,10CA0006035,Slight
,,,,,10CA0006047,Slight
,,,,,10CA0006056,Slight
,,,,,10CA0006181,Slight
,,,,,10CA0006181,Slight
,,,,,10CA0006181,Slight
,,,,,10CA0006181,Slight
,,,,,10CA0006181,Slight
,,,,,10CA0006181,Slight
,,,,,10CA0006181,Slight
,,,,,10CA0006181,Slight
,,,,,10CA0006181,Slight
,,,,,10MU0006621,Slight
,,,,,10MU0006621,Slight
,,,,,10BA0006104,Slight
,,,,,10BA0006104,Slight
,,,,,10AA0006084,Slight
,,,,,10AA0006107,Serious
,,,,,10AA0006107,Serious
,,,,,10AA0006107,Slight
,,,,,10AA0006124,Slight
,,,,,10BA0006141,Serious
,,,,,10BA0006141,Slight
,,,,,10BA0006141,Slight
,,,,,10BA0006141,Slight
,,,,,10CA0006081,Slight
,,,,,10AA0006129,Slight
,,,,,10AA0006174,Slight
,,,,,10AA0006174,Slight
,,,,,10AA0006438,Slight
,,,,,10BA0006103,Serious
,,,,,10CA0006115,Slight
,,,,,10CA0006115,Slight
,,,,,10CA0006169,Slight
,,,,,10CA0006179,Serious
,,,,,10CA0006179,Slight
,,,,,10CA0006179,Slight
,,,,,10AA0006113,Slight
,,,,,10AA0006125,Slight
,,,,,10AA0006125,Slight
,,,,,10AA0006164,Slight
,,,,,10BA0006075,Slight
,,,,,10BA0006096,Slight
,,,,,10BA0006151,Slight
,,,,,10MU0006175,Slight
,,,,,10MU0006175,Slight
,,,,,10AA0006146,Slight
,,,,,10AA0006146,Serious
,,,,,10AA0006146,Slight
,,,,,10AA0006146,Slight
,,,,,10BA0006106,Slight
,,,,,10BA0006106,Slight
,,,,,10BA0006106,Slight
,,,,,10BA0006106,Slight
,,,,,10BA0006106,Slight
,,,,,10BA0006106,Slight
,,,,,10BA0006106,Slight
,,,,,10BA0006173,Slight
,,,,,10BA0006140,Slight
,,,,,10BA0006147,Slight
,,,,,10BA0395389,Fatal
,,,,,10BA0396309,Fatal
,,,,,10AA0006134,Slight
,,,,,10AA0006211,Serious
,,,,,10BA0006136,Slight
,,,,,10BA0006136,Slight
,,,,,10BA0006136,Slight
,,,,,10BA0006358,Slight
,,,,,10CA0006148,Slight
,,,,,10CA0006197,Slight
,,,,,10AA0006205,Slight
,,,,,10AA0006210,Slight
,,,,,10AA0006212,Slight
,,,,,10CA0006157,Slight
,,,,,10CA0006157,Serious
,,,,,10CA0006167,Slight
,,,,,10CA0006167,Slight
,,,,,10CA0006192,Slight
,,,,,10CA0006207,Slight
,,,,,10CA0006257,Serious
,,,,,10CA0006330,Slight
